yearbuilt,finsqft,cooling,bedroom,fullbath,halfbath,lotsize,totalvalue,esdistrict,msdistrict,hsdistrict,censustract,age,condition,fp
2013,1680,Central Air,3,2,1,0.038,298700,Brownsville,Henley,Western Albemarle,111,6,Average,0
1961,768,Central Air,2,1,0,1.464,148000,Scottsville,Walton,Monticello,114,58,Average,0
1985,1704,Central Air,3,2,1,0,314000,Hollymead,Sutherland,Albemarle,103,34,Average,1
1974,960,Central Air,3,1,0,1.838,121700,Scottsville,Walton,Monticello,114,45,Average,0
1963,2053,Central Air,3,2,1,0.699,304200,Woodbrook,Jouett,Albemarle,106.01,56,Average,1
2019,1785,Central Air,3,3,1,0.038,333400,Baker-Butler,Sutherland,Albemarle,103,0,Average,0
2000,960,Central Air,2,1,0,7.07,229700,Stony Point,Sutherland,Albemarle,104.01,19,Average,0
1998,1334,Central Air,3,2,0,0.142,337000,Cale,Walton,Monticello,113.01,21,Average,1
1980,1798,Central Air,3,2,0,0.26,331500,Murray,Henley,Western Albemarle,110,39,Average,0
1976,2096,No Central Air,4,2,2,7.151,329700,Baker-Butler,Sutherland,Albemarle,102.01,43,Average,1
1999,2142,Central Air,4,3,1,0.453,381000,Baker-Butler,Sutherland,Albemarle,103,20,Average,1
1989,1066,Central Air,2,2,0,0.266,306000,Cale,Walton,Monticello,113.03,30,Average,1
1954,1092,No Central Air,4,1,0,5.8,179800,Meriwether Lewis,Henley,Western Albemarle,101,65,Average,0
1993,1251,No Central Air,1,1,0,16.097,294100,Crozet,Henley,Western Albemarle,112.01,26,Average,0
1984,2575,Central Air,4,3,1,1.151,479000,Stone-Robinson,Burley,Monticello,105,35,Average,1
2007,2474,Central Air,4,3,1,0.192,520700,Brownsville,Henley,Western Albemarle,111,12,Average,1
2001,1615,Central Air,3,2,1,7.124,496100,Broadus Wood,Jouett,Albemarle,102.02,18,Average,1
1965,1596,Central Air,3,3,0,0,280400,Greer,Jouett,Albemarle,108,54,Average,1
2013,2860,Central Air,4,4,0,2.017,543100,Baker-Butler,Sutherland,Albemarle,102.01,6,Average,1
1985,2025,Central Air,4,2,1,1.496,417900,Meriwether Lewis,Henley,Western Albemarle,110,34,Average,1
2000,2822,Central Air,4,2,1,2,501600,Baker-Butler,Sutherland,Albemarle,104.01,19,Average,1
2010,2694,Central Air,4,2,1,0.473,549700,Hollymead,Sutherland,Albemarle,103,9,Average,1
1989,2989,Central Air,4,2,1,3.059,646500,Meriwether Lewis,Henley,Western Albemarle,110,30,Average,1
1987,2349,Central Air,4,4,1,2.45,495800,Meriwether Lewis,Henley,Western Albemarle,110,32,Average,1
2006,2250,Central Air,3,2,1,2.1,335800,Broadus Wood,Jouett,Albemarle,101,13,Average,0
1989,1234,Central Air,2,2,2,0.049,235800,Cale,Walton,Monticello,113.03,30,Average,1
1991,1256,Central Air,3,3,1,0.042,243100,Agnor-Hurt,Burley,Albemarle,106.02,28,Average,1
2000,2911,Central Air,5,5,1,2.305,812200,Meriwether Lewis,Henley,Western Albemarle,110,19,Average,1
1972,1001,Central Air,3,1,1,0,219300,Woodbrook,Jouett,Albemarle,107,47,Average,0
1984,1788,Central Air,3,2,0,0,429200,Stony Point,Burley,Monticello,105,35,Average,1
2006,2332,Central Air,5,3,1,0.266,454300,Crozet,Henley,Western Albemarle,111,13,Average,1
1996,1616,Central Air,3,2,1,0.17,388300,Murray,Henley,Western Albemarle,110,23,Average,1
1961,1288,Central Air,4,2,1,0,231800,Woodbrook,Jouett,Albemarle,107,58,Average,0
1990,1482,Central Air,3,2,1,0.564,275700,Cale,Walton,Monticello,113.03,29,Average,1
1962,1512,Central Air,4,3,0,1.49,365500,Meriwether Lewis,Henley,Western Albemarle,110,57,Average,1
1991,900,No Central Air,3,1,0,2.952,94900,Scottsville,Walton,Monticello,114,28,Average,1
1989,1757,Central Air,4,3,1,0.258,326800,Baker-Butler,Sutherland,Albemarle,103,30,Average,1
1977,1188,No Central Air,3,1,0,2.006,232500,Meriwether Lewis,Henley,Western Albemarle,101,42,Average,1
1968,2868,Central Air,6,2,2,0,268800,Greer,Jouett,Albemarle,108,51,Average,0
1895,1336,No Central Air,2,1,0,1.548,170500,Broadus Wood,Jouett,Albemarle,101,124,Average,0
2005,2180,Central Air,4,2,1,0.542,346200,Crozet,Henley,Western Albemarle,111,14,Average,1
1968,1522,No Central Air,3,1,0,2,247700,Broadus Wood,Jouett,Albemarle,102.02,51,Average,1
1988,1060,Central Air,2,2,0,0.376,296800,Cale,Walton,Monticello,113.03,31,Average,1
1995,1704,Central Air,3,2,1,1.6,369800,Murray,Henley,Western Albemarle,110,24,Average,0
1994,1144,Central Air,3,2,0,5.001,206000,Baker-Butler,Sutherland,Albemarle,102.01,25,Average,0
1950,1228,Central Air,3,2,0,0.8,195000,Scottsville,Walton,Monticello,114,69,Average,1
1997,2846,Central Air,4,3,1,8.25,733200,Stony Point,Sutherland,Albemarle,104.01,22,Average,1
2005,3141,Central Air,5,4,1,2.028,673300,Baker-Butler,Sutherland,Albemarle,102.01,14,Average,1
1987,1152,Central Air,2,2,1,0,201700,Greer,Jouett,Albemarle,107,32,Average,1
2000,3860,Central Air,4,3,1,2.603,803600,Murray,Henley,Western Albemarle,110,19,Average,1
2009,5650,Central Air,4,6,1,2,1218300,Meriwether Lewis,Henley,Western Albemarle,110,10,Average,1
1992,1047,No Central Air,3,2,0,2.96,107400,Scottsville,Walton,Monticello,114,27,Average,1
2001,1381,Central Air,2,2,0,0.113,294200,Cale,Burley,Monticello,112.02,18,Average,0
2003,3631,Central Air,3,3,1,1.378,713100,Broadus Wood,Jouett,Albemarle,102.01,16,Average,1
1989,2689,Central Air,4,2,1,2.85,413300,Broadus Wood,Jouett,Albemarle,101,30,Average,1
1754,810,No Central Air,2,1,0,18,262800,Stony Point,Burley,Monticello,105,265,Average,0
1996,1621,Central Air,3,3,1,0.135,318300,Agnor-Hurt,Burley,Albemarle,106.02,23,Average,1
1984,1320,Central Air,3,1,2,0,196800,Agnor-Hurt,Jouett,Albemarle,107,35,Average,1
2013,3328,Central Air,4,4,1,0.464,569700,Brownsville,Henley,Western Albemarle,111,6,Average,1
1974,960,Central Air,3,1,1,0.241,163800,Baker-Butler,Sutherland,Albemarle,102.01,45,Average,0
1990,1869,Central Air,5,2,1,15,352400,Stone-Robinson,Walton,Monticello,113.01,29,Average,0
2001,2341,Central Air,3,2,1,0.276,388500,Brownsville,Henley,Western Albemarle,111,18,Average,1
1988,850,Central Air,3,2,0,2.01,192700,Stone-Robinson,Walton,Monticello,113.01,31,Average,0
1978,2488,Central Air,4,2,1,0.7572,422700,Woodbrook,Jouett,Albemarle,106.01,41,Average,1
1977,960,No Central Air,3,1,0,0,130400,Scottsville,Walton,Monticello,114,42,Average,0
2013,1698,Central Air,3,2,0,21,854400,Brownsville,Henley,Western Albemarle,111,6,Average,1
2007,1310,Central Air,2,2,1,0.107,270500,Cale,Walton,Monticello,113.01,12,Average,0
2004,2404,Central Air,4,3,0,0.326,428400,Cale,Burley,Monticello,112.02,15,Average,1
2010,1418,Central Air,3,1,1,3.903,265700,Stony Point,Sutherland,Albemarle,104.01,9,Average,0
1974,1334,Central Air,4,2,1,0.803,253600,Broadus Wood,Jouett,Albemarle,102.01,45,Average,1
1754,1776,No Central Air,4,2,1,10.397,236200,Red Hill,Walton,Monticello,114,265,Average,0
2007,2451,Central Air,3,2,1,0.817,421300,Stone-Robinson,Burley,Monticello,104.01,12,Average,1
2005,2219,Central Air,4,2,1,0.275,430200,Brownsville,Henley,Western Albemarle,111,14,Average,1
1979,1008,Central Air,3,2,0,0.3489,192300,Baker-Butler,Sutherland,Albemarle,102.01,40,Average,0
1965,1134,Central Air,3,1,0,1.47,138700,Red Hill,Walton,Monticello,114,54,Average,0
2011,1606,Central Air,3,2,1,0.058,252500,Greer,Jouett,Albemarle,108,8,Average,0
2015,2661,Central Air,2,3,0,0.141,564900,Brownsville,Henley,Western Albemarle,111,4,Average,1
1998,1441,Central Air,3,2,0,0.183,255200,Crozet,Henley,Western Albemarle,111,21,Average,0
1974,2134,Central Air,4,2,0,5.41,293500,Stone-Robinson,Walton,Monticello,113.01,45,Average,1
1983,1916,Central Air,3,2,1,0,245000,Woodbrook,Jouett,Albemarle,107,36,Average,1
2004,1754,Central Air,3,2,1,0.048,276300,Brownsville,Henley,Western Albemarle,111,15,Average,1
1980,2031,Central Air,4,4,1,2,511600,Meriwether Lewis,Henley,Western Albemarle,110,39,Average,1
1986,1320,Central Air,2,1,0,7.87,288100,Brownsville,Henley,Western Albemarle,112.01,33,Average,1
2005,2002,Central Air,4,3,1,0.5994,310700,Woodbrook,Jouett,Albemarle,106.01,14,Average,1
1949,952,No Central Air,3,1,0,3,162500,Broadus Wood,Jouett,Albemarle,102.01,70,Average,0
2010,1335,Central Air,3,2,1,0.044,248200,Stone-Robinson,Burley,Monticello,105,9,Average,0
1993,1551,Central Air,3,2,1,0,217500,Baker-Butler,Sutherland,Albemarle,103,26,Average,1
1994,1330,Central Air,3,3,1,0,201600,Baker-Butler,Sutherland,Albemarle,102.01,25,Average,1
1980,1050,No Central Air,4,2,0,2.031,210400,Stone-Robinson,Burley,Monticello,104.02,39,Average,0
2019,1458,Central Air,2,1,0,5,111000,Stone-Robinson,Walton,Monticello,113.01,0,Average,0
2003,2388,Central Air,4,3,1,0.215,368400,Crozet,Henley,Western Albemarle,111,16,Average,1
1956,1358,Central Air,3,1,0,0,240600,Crozet,Henley,Western Albemarle,111,63,Average,1
1984,960,No Central Air,3,1,0,2,134600,Red Hill,Walton,Monticello,114,35,Average,1
1900,3560,No Central Air,4,2,0,17.519,734200,Stone-Robinson,Burley,Monticello,104.01,119,Average,1
1987,1017,Central Air,2,2,1,0,193500,Greer,Jouett,Albemarle,107,32,Average,1
2005,3974,Central Air,6,5,1,2.006,1076700,Murray,Henley,Western Albemarle,112.02,14,Average,1
2015,2044,Central Air,3,2,1,0.115,401500,Brownsville,Henley,Western Albemarle,111,4,Average,1
1999,2532,Central Air,3,2,1,4.439,375000,Stone-Robinson,Burley,Monticello,104.01,20,Average,1
1987,2303,Central Air,3,3,1,5,475500,Murray,Henley,Western Albemarle,110,32,Average,1
1973,1301,Central Air,2,2,2,0,195100,Cale,Burley,Monticello,113.02,46,Average,0
1992,1230,Central Air,2,2,1,0,192800,Baker-Butler,Sutherland,Albemarle,103,27,Average,1
1979,748,Central Air,3,2,0,13.09,248900,Stone-Robinson,Walton,Monticello,113.01,40,Average,0
2000,3196,Central Air,4,3,1,2.017,452600,Broadus Wood,Jouett,Albemarle,101,19,Average,1
2001,1991,Central Air,4,3,0,0.319,739500,Murray,Henley,Western Albemarle,110,18,Average,1
1754,3054,No Central Air,2,1,0,21.1,76600,Scottsville,Walton,Monticello,114,265,Average,0
1960,2304,Central Air,4,2,1,2.03,315200,Murray,Henley,Western Albemarle,110,59,Average,1
1954,869,No Central Air,3,1,0,0,141000,Scottsville,Walton,Monticello,114,65,Average,0
2018,2005,Central Air,4,3,1,0.47,611800,Crozet,Henley,Western Albemarle,111,1,Average,1
2007,1660,Central Air,3,2,0,0.06,304400,Baker-Butler,Sutherland,Albemarle,103,12,Average,0
2001,1655,Central Air,3,3,0,0.143,272600,Hollymead,Sutherland,Albemarle,103,18,Average,1
1965,1686,Central Air,3,2,0,2.906,316400,Baker-Butler,Sutherland,Albemarle,103,54,Average,1
1982,2100,Central Air,3,2,1,1.697,348600,Broadus Wood,Jouett,Albemarle,102.01,37,Average,1
1989,2166,Central Air,4,3,1,0.88,440100,Woodbrook,Jouett,Albemarle,106.01,30,Average,1
2008,2512,Central Air,2,3,0,3.079,710200,Stony Point,Sutherland,Albemarle,104.01,11,Average,1
1958,1248,No Central Air,3,1,1,11.75,311700,Red Hill,Walton,Monticello,112.02,61,Average,1
1972,1560,Central Air,4,3,0,1.63,300400,Stone-Robinson,Burley,Monticello,104.02,47,Average,1
1994,1823,Central Air,3,2,0,0.172,261800,Crozet,Henley,Western Albemarle,111,25,Average,1
1990,1248,Central Air,4,3,0,2.098,212300,Stone-Robinson,Walton,Monticello,113.01,29,Average,1
1984,2265,Central Air,3,3,0,30.872,918900,Murray,Henley,Western Albemarle,110,35,Average,1
1994,2761,Central Air,4,3,0,0.379,487600,Stone-Robinson,Burley,Monticello,104.02,25,Average,1
2018,2634,Central Air,4,3,1,0.459,551000,Brownsville,Henley,Western Albemarle,111,1,Average,1
2001,1358,Central Air,3,2,1,0.22,264100,Cale,Burley,Monticello,113.03,18,Average,1
2006,1636,Central Air,3,3,0,1.386,367500,Stony Point,Sutherland,Albemarle,104.01,13,Average,1
1951,1525,No Central Air,4,2,0,1.18,179700,Scottsville,Walton,Monticello,114,68,Average,1
1967,1456,No Central Air,4,2,2,0.491,214000,Baker-Butler,Sutherland,Albemarle,102.01,52,Average,1
1971,1675,Central Air,3,2,0,0.45,277500,Baker-Butler,Sutherland,Albemarle,103,48,Average,1
2002,1712,Central Air,3,3,1,0,301300,Agnor-Hurt,Burley,Albemarle,106.02,17,Average,1
1994,1823,Central Air,3,2,0,0.16,261000,Crozet,Henley,Western Albemarle,111,25,Average,1
1980,1248,Central Air,3,3,0,2.658,200600,Scottsville,Walton,Monticello,113.01,39,Average,1
2014,3327,Central Air,3,4,1,0.459,643400,Brownsville,Henley,Western Albemarle,111,5,Average,1
1972,2043,No Central Air,3,2,0,0.977,308600,Crozet,Henley,Western Albemarle,111,47,Average,1
1989,2754,Central Air,5,3,1,8.6,727700,Stony Point,Burley,Monticello,105,30,Average,1
2006,2182,Central Air,4,2,1,0.16,321200,Baker-Butler,Sutherland,Albemarle,103,13,Average,1
2001,2636,Central Air,5,2,1,0.349,418300,Brownsville,Henley,Western Albemarle,111,18,Average,1
2011,2952,Central Air,3,2,1,10.13,580500,Red Hill,Walton,Monticello,113.01,8,Average,0
2018,2423,Central Air,3,3,1,0.118,459700,Brownsville,Henley,Western Albemarle,111,1,Average,1
2001,2226,Central Air,4,3,1,0.175,396800,Cale,Burley,Monticello,112.02,18,Average,1
1989,1000,Central Air,3,1,0,0.902,219000,Crozet,Henley,Western Albemarle,111,30,Average,1
1993,3629,Central Air,4,3,1,0.521,628700,Stone-Robinson,Burley,Monticello,104.02,26,Average,1
1976,960,No Central Air,3,1,0,2.019,166900,Stone-Robinson,Walton,Monticello,113.01,43,Average,0
2003,4097,Central Air,4,6,1,0.4,753000,Stone-Robinson,Burley,Monticello,104.02,16,Average,1
1994,1985,Central Air,4,3,1,0.408,363500,Hollymead,Sutherland,Albemarle,103,25,Average,1
1989,3066,Central Air,4,2,1,3.422,652600,Meriwether Lewis,Henley,Western Albemarle,110,30,Average,1
1971,1282,Central Air,3,1,1,0,233800,Greer,Jouett,Albemarle,108,48,Average,1
1985,1828,Central Air,3,2,0,0,567100,Murray,Henley,Western Albemarle,110,34,Average,1
1969,2505,Central Air,5,3,0,10.4,490500,Scottsville,Walton,Monticello,114,50,Average,1
2006,1824,Central Air,3,2,1,0.062,305100,Woodbrook,Jouett,Albemarle,106.01,13,Average,1
1987,1781,Central Air,4,2,1,0.435,368100,Cale,Walton,Monticello,113.03,32,Average,1
2003,2832,Central Air,3,2,1,0.332,487400,Agnor-Hurt,Burley,Albemarle,106.02,16,Average,1
1984,2308,Central Air,4,3,0,1.858,355400,Broadus Wood,Jouett,Albemarle,102.01,35,Average,1
1991,1040,Central Air,2,3,0,0,188800,Agnor-Hurt,Burley,Albemarle,106.02,28,Average,1
1972,2502,Central Air,4,2,1,0.298,359900,Greer,Jouett,Albemarle,108,47,Average,1
1754,672,No Central Air,2,1,0,2.086,70300,Scottsville,Walton,Monticello,114,265,Average,0
1978,2372,Central Air,4,2,1,3.749,541600,Meriwether Lewis,Henley,Western Albemarle,102.02,41,Average,1
1998,1595,Central Air,2,2,0,0.15,274200,Baker-Butler,Sutherland,Albemarle,103,21,Average,1
1980,1183,Central Air,3,3,0,0.2326,261800,Greer,Jouett,Albemarle,107,39,Average,0
1989,1754,Central Air,4,2,1,0.253,319700,Baker-Butler,Sutherland,Albemarle,103,30,Average,1
1973,1180,Central Air,3,1,1,0,171300,Cale,Burley,Monticello,113.02,46,Average,0
1996,2367,Central Air,4,2,1,0.359,408500,Cale,Walton,Monticello,113.01,23,Average,0
2016,2570,Central Air,3,4,1,43.72,759500,Meriwether Lewis,Henley,Western Albemarle,101,3,Average,1
2006,1802,Central Air,3,2,1,0.066,303500,Brownsville,Henley,Western Albemarle,111,13,Average,1
1989,1888,Central Air,4,3,1,0.227,356500,Baker-Butler,Sutherland,Albemarle,103,30,Average,1
1973,2226,Central Air,3,3,0,0,281500,Agnor-Hurt,Burley,Albemarle,107,46,Average,1
1952,1203,Central Air,2,1,0,0.341,236900,Greer,Jouett,Albemarle,108,67,Average,1
2002,2338,Central Air,5,3,1,0.347,418200,Stony Point,Burley,Monticello,105,17,Average,1
1973,1692,Central Air,4,2,0,2,319400,Meriwether Lewis,Henley,Western Albemarle,102.02,46,Average,1
1970,768,No Central Air,2,1,0,15.25,207700,Stone-Robinson,Walton,Monticello,113.01,49,Average,0
1996,2722,Central Air,3,4,0,2.877,514800,Broadus Wood,Jouett,Albemarle,102.02,23,Average,1
1960,720,Central Air,3,2,0,2.971,185000,Broadus Wood,Jouett,Albemarle,101,59,Average,0
1911,2360,Central Air,3,2,0,10.85,163600,Red Hill,Walton,Monticello,114,108,Average,1
1992,1369,Central Air,3,2,0,0.341,332200,Cale,Walton,Monticello,113.01,27,Average,0
2019,2090,Central Air,3,2,1,0.056,336400,Stone-Robinson,Burley,Monticello,105,0,Average,0
2009,1595,Central Air,4,3,1,0.048,277300,Stone-Robinson,Burley,Monticello,105,10,Average,0
1963,2475,Central Air,3,2,0,1.102,340500,Stone-Robinson,Burley,Monticello,104.02,56,Average,1
2014,1536,Central Air,3,2,0,0.186,416800,Brownsville,Henley,Western Albemarle,111,5,Average,1
1992,1078,Central Air,3,2,0,2,184600,Baker-Butler,Sutherland,Albemarle,102.01,27,Average,0
1997,1706,Central Air,3,2,1,0.059,238400,Hollymead,Sutherland,Albemarle,103,22,Average,1
1981,1050,Central Air,3,2,0,4.03,269100,Meriwether Lewis,Henley,Western Albemarle,101,38,Average,0
1850,1840,Central Air,4,2,0,0,521100,Broadus Wood,Jouett,Albemarle,102.01,169,Average,1
1968,1107,Central Air,4,3,0,0.3331,308000,Woodbrook,Jouett,Albemarle,106.01,51,Average,1
1984,2982,Central Air,3,4,0,5.53,388500,Broadus Wood,Jouett,Albemarle,101,35,Average,1
1983,1524,Central Air,3,2,1,2.067,357400,Stone-Robinson,Burley,Monticello,104.02,36,Average,0
1996,3068,Central Air,4,3,1,0.466,514600,Hollymead,Sutherland,Albemarle,103,23,Average,1
1970,1836,Central Air,3,3,0,2.18,292900,Meriwether Lewis,Henley,Western Albemarle,101,49,Average,1
1985,2089,Central Air,3,2,1,2.474,322400,Red Hill,Walton,Monticello,112.02,34,Average,1
1999,2139,Central Air,3,3,1,0.179,1144100,Murray,Henley,Western Albemarle,110,20,Average,1
1999,3296,Central Air,3,3,0,21.196,616200,Red Hill,Walton,Monticello,112.02,20,Average,0
1961,3591,Central Air,4,4,2,1.5,1947900,Murray,Henley,Western Albemarle,110,58,Average,1
2008,1344,Central Air,3,2,0,1.947,228000,Crozet,Henley,Western Albemarle,111,11,Average,0
1970,1890,Central Air,5,3,0,0.6429,350500,Woodbrook,Jouett,Albemarle,106.01,49,Average,1
1983,2085,Central Air,4,2,1,1.378,339800,Broadus Wood,Jouett,Albemarle,102.01,36,Average,1
1985,1390,Central Air,3,3,0,0,364500,Stony Point,Burley,Monticello,105,34,Average,1
2003,2433,Central Air,4,3,1,0.307,422200,Agnor-Hurt,Burley,Albemarle,106.02,16,Average,1
2018,2208,Central Air,3,3,1,0.092,544100,Brownsville,Henley,Western Albemarle,111,1,Average,1
2010,2464,Central Air,3,2,1,35.676,705900,Brownsville,Henley,Western Albemarle,112.01,9,Average,1
1975,2436,Central Air,4,2,1,0.877,337700,Broadus Wood,Jouett,Albemarle,102.01,44,Average,1
2019,2347,Central Air,3,2,1,0.081,443800,Brownsville,Henley,Western Albemarle,111,0,Average,0
1975,1146,Central Air,5,3,0,1.093,278600,Stone-Robinson,Burley,Monticello,104.02,44,Average,1
1987,3140,Central Air,5,3,1,11.215,753500,Meriwether Lewis,Henley,Western Albemarle,101,32,Average,1
2007,2598,Central Air,4,4,1,0.479,571500,Hollymead,Sutherland,Albemarle,103,12,Average,1
1991,2479,Central Air,4,2,1,2.005,398200,Stony Point,Burley,Monticello,105,28,Average,1
2015,2999,Central Air,3,3,1,0.52,601600,Stony Point,Burley,Monticello,105,4,Average,1
1993,1157,Central Air,3,1,1,3.74,216200,Scottsville,Walton,Monticello,113.01,26,Average,0
1967,1809,Central Air,4,2,0,0.4045,413100,Woodbrook,Jouett,Albemarle,106.01,52,Average,1
1979,1246,Central Air,4,2,0,3.045,247900,Baker-Butler,Sutherland,Albemarle,103,40,Average,0
2002,2478,Central Air,4,3,0,13.849,473000,Stone-Robinson,Burley,Monticello,104.01,17,Average,1
2018,1440,Central Air,3,2,1,0.0499,246300,Baker-Butler,Sutherland,Albemarle,102.01,1,Average,0
1994,2886,Central Air,3,2,1,3.088,507400,Red Hill,Walton,Monticello,112.02,25,Average,1
2014,2224,Central Air,4,2,1,0.101,409000,Baker-Butler,Sutherland,Albemarle,103,5,Average,0
1987,1448,Central Air,3,2,1,0,252400,Agnor-Hurt,Burley,Albemarle,106.02,32,Average,1
1994,1220,Central Air,2,2,0,0.278,278300,Cale,Walton,Monticello,113.01,25,Average,0
1982,768,Central Air,2,1,0,2.604,171300,Brownsville,Henley,Western Albemarle,112.01,37,Average,0
1981,1728,Central Air,4,2,1,5.737,249300,Stone-Robinson,Walton,Monticello,113.01,38,Average,0
1986,1842,Central Air,3,2,1,0,282900,Hollymead,Sutherland,Albemarle,103,33,Average,1
2010,1212,Central Air,3,2,0,0.1882,192100,Baker-Butler,Sutherland,Albemarle,102.01,9,Average,0
1975,1026,No Central Air,3,1,1,0.2501,169200,Baker-Butler,Sutherland,Albemarle,102.01,44,Average,0
1870,950,No Central Air,3,1,0,7.88,174800,Brownsville,Henley,Western Albemarle,112.01,149,Average,0
2010,1600,Central Air,3,2,2,0.047,276800,Stone-Robinson,Burley,Monticello,105,9,Average,0
1997,6736,Central Air,8,6,1,21,1027900,Stony Point,Burley,Monticello,105,22,Average,1
1992,2559,No Central Air,3,2,0,18.49,335700,Stone-Robinson,Walton,Monticello,113.01,27,Average,1
2017,2862,Central Air,3,3,0,0.134,616300,Brownsville,Henley,Western Albemarle,111,2,Average,1
1969,1934,Central Air,3,3,0,0.309,372800,Greer,Jouett,Albemarle,108,50,Average,1
2015,1620,Central Air,4,3,1,0.043,295500,Baker-Butler,Sutherland,Albemarle,103,4,Average,1
1993,784,Central Air,2,1,0,11.5,207200,Brownsville,Henley,Western Albemarle,111,26,Average,0
1980,1008,Central Air,2,1,1,0.156,166400,Woodbrook,Jouett,Albemarle,107,39,Average,1
2016,2710,Central Air,4,3,1,0.121,579200,Agnor-Hurt,Burley,Albemarle,106.02,3,Average,1
1985,1972,Central Air,3,3,1,2.01,421600,Stone-Robinson,Burley,Monticello,104.02,34,Average,1
1960,2978,Central Air,6,6,0,4.18,1810900,Murray,Henley,Western Albemarle,110,59,Average,1
1980,5594,Central Air,5,4,0,16.56,1131500,Stony Point,Burley,Monticello,105,39,Average,1
1970,1386,Central Air,4,3,1,0,219300,Greer,Jouett,Albemarle,108,49,Average,0
1970,4890,Central Air,7,5,2,3.232,860900,Meriwether Lewis,Henley,Western Albemarle,110,49,Average,1
2000,4100,Central Air,3,2,2,4.1,853700,Meriwether Lewis,Henley,Western Albemarle,102.02,19,Average,1
2017,2587,Central Air,3,2,1,0.1433,511000,Agnor-Hurt,Burley,Albemarle,106.02,2,Average,1
1972,2165,Central Air,4,2,1,1.3642,384900,Woodbrook,Jouett,Albemarle,106.01,47,Average,1
1983,1210,Central Air,3,2,1,2,274200,Stone-Robinson,Burley,Monticello,104.02,36,Average,0
