County,State,CKD_number,POP_total,Hypertension,Obesity,Heart_disease,Diabetes,Smoking,Food_Env_Index,Excessive_drinking,Unemployed,Median_household_income,POP_65,POP_Black,POP_White
DENVER,Colorado,101,576566,26.62,22.6,4.6,7,13.6,8.1,23,5.9,81262,12.2,8.9,55
DOLORES,Colorado,1387,1659,50,27.3,9,11.5,15.5,5,22,4.7,55157,26.2,0.3,86.6
DOUGLAS,Colorado,10260,253798,27.85,19.9,4.1,6.1,9.3,9.4,22,4.1,129839,13.2,1.6,80
EAGLE,Colorado,12111,43005,8.33,22.8,4.7,6.9,11.6,8.5,22,4.4,94928,13.8,1,66.9
EL PASO,Colorado,12740,20564,30.69,23,5.8,8.1,13.9,8.9,21,3.8,114853,18.1,1.2,86.5
ELBERT,Colorado,2351,541792,23.91,24.2,5,7.5,14.9,8.1,17,5.6,79094,13.5,5.9,67.7
FREMONT,Colorado,1864,40182,28.68,30.9,7.9,10.7,18.9,7,20,6.9,51732,22.4,3.9,78.6
GARFIELD,Colorado,443,44698,25.81,24.1,5.5,8,15,8.8,21,4.7,78940,14.4,0.7,66.5
GILPIN,Colorado,11444,5169,0,23.6,5.6,8,12.5,,22,6.2,82370,19.5,1.3,85.8
GRAND,Colorado,1627,12916,21.05,21.7,6.4,8.7,14,8.8,22,4.2,78779,20.2,0.9,86.5
GUNNISON,Colorado,19164,14315,25.81,19.9,4.8,6.7,12.7,8.5,22,3.7,63872,14.3,0.6,86.3
HINSDALE,Colorado,4515,685,11.11,23.4,8.2,10.4,13.9,8.3,22,3.6,66213,31.1,1.3,88.5
HUERFANO,Colorado,1732,5767,20.51,27,9.7,13.5,15.2,6.7,20,8.2,46798,32,1,62.5
JACKSON,Colorado,9703,1160,66.67,25.8,8.1,10.7,15.7,8,21,3.3,55535,25.5,0.4,84.2
JEFFERSON,Colorado,404,465718,31.28,22.3,5.1,7.3,11.8,8.7,22,5,94401,17.4,1.3,77.2
KIOWA,Colorado,12223,1074,22.22,25.9,8.6,10.9,18.3,5.3,20,3.3,61430,24.5,0.6,87
KIT CARSON,Colorado,383,5343,11.54,27.2,7.8,10.2,18.1,8.2,20,3,56272,20.6,0.7,77.7
LA PLATA,Colorado,114,6263,24.28,27.8,6.4,9.6,14.1,6.1,21,4.4,64416,14.5,0.8,60.7
LAKE,Colorado,176,45626,33.33,22,5.7,7.8,14,8.4,22,5.2,74774,19.9,0.6,78.2
LARIMER,Colorado,6072,281815,25.59,19.8,5,6.8,13,8.4,22,4.7,78681,16.9,1.1,81.4
LAS ANIMAS,Colorado,1179,11776,21.43,28.7,8.5,12.9,16.9,6.7,18,6.5,42708,25.4,1.9,53.2
LINCOLN,Colorado,554,4478,58.82,27.2,7.2,9.7,19.8,7.8,20,4.2,51975,17.2,5.5,74.8
LOGAN,Colorado,46,17533,32.86,29.1,7,9.4,18.9,7.9,21,4.4,53234,18.1,4.3,74.8
MESA,Colorado,223,120162,18.42,27.7,7,9.1,16.5,7.5,21,5.7,63531,20.5,0.8,80.4
MINERAL,Colorado,253,661,25,23.5,7.8,9.9,12,8.1,22,5,62213,28.9,0.5,90.2
MOFFAT,Colorado,165,9770,32.5,26.3,6.8,9.7,18.5,6.6,20,4.8,64133,16.8,0.8,78.9
MONTEZUMA,Colorado,168,20402,25.51,24.9,8.2,11.4,18.4,7.6,21,5.6,53337,24,0.4,71.7
MONTROSE,Colorado,162,33094,18.06,23.8,8.5,10.9,16.7,7.8,19,5,56686,25.1,0.5,75.4
MORGAN,Colorado,978,21134,23.66,29.2,6.9,9.7,17.5,8.5,19,4.9,61849,16,3.7,56.6
OTERO,Colorado,13941,14022,29.76,30.3,8.6,12.9,18.4,7.4,18,6.1,45658,20.5,1.1,52.8
OURAY,Colorado,62,4091,8.33,22.7,7.3,9.6,11.8,8.7,22,4.5,80686,30.2,0.2,89.6
PARK,Colorado,5346,15746,33.33,24.8,6.4,9,14.7,8.1,23,4.1,84361,23.2,1,88.1
PHILLIPS,Colorado,994,3230,0,25.4,7.8,9.9,17.1,9.3,20,2.9,56577,22.1,0.7,73.4
PITKIN,Colorado,552,15246,23.68,20.7,5.3,7.2,10.5,8.6,23,5.5,96316,21.9,1,84.2
PROWERS,Colorado,13522,9026,13.73,30,7.8,11.2,18.7,7.1,18,4.5,48337,18.3,0.9,56.4
PUEBLO,Colorado,1366,129906,24.36,33,7.2,11.5,17.6,6.3,18,7.9,56311,19.1,1.9,51
RIO BLANCO,Colorado,1156,4830,23.53,23.8,6.6,8.9,17.4,8.5,20,5.5,65334,18.3,1.3,83.6
RIO GRANDE,Colorado,133,8700,25.45,26.4,7.6,11.6,15.8,7.7,19,6.5,52353,22.1,0.8,51.8
ROUTT,Colorado,367,21075,22.03,20.3,5.2,7.2,12.6,8.6,24,4.2,93776,17.9,1.1,89.5
SAGUACHE,Colorado,331,5378,20,29.8,9.4,14.1,17.6,6.8,18,5.9,43366,25.5,0.9,59
SAN JUAN,Colorado,24,666,50,24.6,7.4,9.8,16.2,5.4,21,3.5,54146,24.8,0.3,81.6
SAN MIGUEL,Colorado,244,6753,26.67,22.8,5.1,7.2,12.1,8.1,22,5,79742,17,0.6,84.4
SEDGWICK,Colorado,40,1834,29.41,25.5,9.3,11.7,18.3,7.7,20,3.7,45645,29.7,0.7,78.7
SUMMIT,Colorado,11726,25969,20.83,21.6,4.8,6.8,12.4,8.7,22,4,90297,15.3,1.2,80.7
TELLER,Colorado,39,20828,25.37,23.5,7,9.3,14.6,8.4,21,4.9,76715,24.7,1,86.5
WASHINGTON,Colorado,179,3799,20,25.6,7.8,10,17.6,7.5,21,3.2,57522,21.4,1.3,85.3
WELD,Colorado,188,231808,26.67,28.8,5.2,8.9,13.9,8.4,18,5.7,84826,12.6,1.3,63.9
YUMA,Colorado,1225,7311,27.91,27.7,7.4,9.9,17.2,8.6,20,2.7,56161,18.5,0.4,71.3
FAIRFIELD,Connecticut,6881,731785,24.29,23.2,5.5,8.6,10.5,8.4,20,6.1,100703,16.5,11.4,59.8
HARTFORD,Connecticut,459,705393,30.1,28.8,6.1,10.3,15,8.1,18,6.5,79958,17.7,13.7,58.6
LITCHFIELD,Connecticut,137,148178,26.43,23.8,6.9,9.2,15.6,8.4,22,5.5,84689,22.8,2,86.1
MIDDLESEX,Connecticut,542,133905,29.16,27.1,6.3,9,14.2,8.2,21,5.2,94735,21.7,5.1,82.4
NEW HAVEN,Connecticut,3765,684574,27.94,30.7,6.5,10.8,15.4,7.9,18,6.6,75094,18.1,13.4,60
NEW LONDON,Connecticut,22,215051,28.76,30.5,6.7,10.2,15.5,7.6,21,6.9,78552,19.3,5.7,74.1
TOLLAND,Connecticut,296,124761,26.62,25.2,5.7,7.9,13.5,8.2,17,5.1,86430,16.9,3.6,82.7
WINDHAM,Connecticut,740,93825,21.54,30.5,6.8,10.6,17.7,7.9,22,6.2,71581,17.9,2,81.6
KENT,Delaware,1194,137745,33.76,40.4,7.4,14,20,7.6,16,6.2,64670,17.9,26.9,58.8
NEW CASTLE,Delaware,668,439108,26.49,33.1,5.8,11.2,14.8,8.1,19,5.3,74088,16.6,25.7,54.8
SUSSEX,Delaware,559,186702,25.27,34.5,9.8,13.4,16.4,7.9,16,4.8,70500,29.8,11.2,75.4
THE DISTRICT,District of Columbia,132,574961,25.18,24.8,4.1,8.1,12.3,8.7,22,6.6,91072,12.8,44.2,37.3
ALACHUA,Florida,451,221415,35.17,28.4,6.1,10.2,16.4,7.6,18,3.7,56006,15.2,20,60.1
BAKER,Florida,111,21640,35.29,33.1,7.9,11.7,24.8,7,19,3.7,60994,14.6,14.3,79.2
BAY,Florida,380,145526,25.97,31.7,8.3,12.2,20.8,7.1,18,3.9,60106,18.5,11,75.5
BRADFORD,Florida,324,22296,35.29,35.9,9.6,13.9,26.1,7.7,17,4.2,54911,18.1,19.9,72.2
BREVARD,Florida,4477,487936,34.43,32.5,9.1,13.1,16.8,7.3,19,4,65280,24.2,10.1,72.9
BROWARD,Florida,140,1538471,34.62,29.8,7.3,13.1,15.8,8.4,16,4.9,65536,17.5,28.7,33.6
CALHOUN,Florida,312,11663,31.11,35.5,9.6,14.3,25.6,5.9,18,4.5,43210,19,12.5,76.9
CHARLOTTE,Florida,515,162931,31.08,27.8,12.6,15,19.7,6.8,19,4.4,59547,40.5,5.5,83.1
CITRUS,Florida,225,125893,39.52,29.2,13,15,23.4,6.2,22,5.7,48237,36.3,3,86.7
CLAY,Florida,21,165863,34.35,33.4,7.5,11.9,19.6,8,18,3.5,76711,16.6,12.4,70.1
COLLIER,Florida,163,313694,26.96,28.5,10.5,13.8,15.2,8.1,19,3.7,75799,33.1,6.6,61.7
COLUMBIA,Florida,72,55191,35.71,37.1,9.2,14.3,23.6,7.7,18,4.5,52035,19.7,18.2,71.4
DE SOTO,Florida,596,30390,30.4,33.9,11.8,16.8,24.7,7,16,3.8,43256,22.6,11.7,54.1
DIXIE,Florida,637,13665,38.1,31.7,12.6,15.6,26.7,7.5,19,4.3,39029,24,9.4,83
DUVAL,Florida,126,735505,31.31,33.9,7.1,13.4,18.5,7.3,19,4.5,60121,14.9,29.8,50.8
ESCAMBIA,Florida,5933,249750,31.36,31.2,7.5,11.8,19.7,7,17,4.5,54492,17.4,22.5,63.7
FLAGLER,Florida,239,93183,29.15,29.8,10.6,14.8,19.4,6.7,19,4.6,65783,31.1,9.9,74.1
FRANKLIN,Florida,19329,9848,15.38,33.7,10.7,14.3,23.4,7.7,18,3.8,44684,24.6,12.8,78.2
GADSDEN,Florida,20145,35797,26.19,40.8,9.4,18.2,23,7.9,16,5.4,45678,19.3,54.2,32.7
GILCHRIST,Florida,4233,14553,36.62,32.4,10.4,13.7,24.5,8.3,19,3.7,52168,21.1,5.6,85.2
GLADES,Florida,3637,11644,50,38.8,12.1,16.9,24.7,5.9,18,4.2,46389,28.1,12.8,59.1
GULF,Florida,19430,13664,26.76,30.2,9.3,13.2,21.4,8.1,20,3.6,51684,26,11.1,81.9
HAMILTON,Florida,5951,11603,38.18,34.6,10.4,15.5,29.4,6.5,16,6,39522,18.6,32.1,53.7
HARDEE,Florida,2920,20104,39.74,41.4,10.5,15.9,24.3,6.6,16,4.8,45964,16.9,6.8,46.2
HENDRY,Florida,2621,30592,34.31,37.1,9.6,16.6,24.1,7,17,6.1,48841,13.7,10.6,29.8
HERNANDO,Florida,4579,155908,36.7,31.7,10.8,14.3,21.5,6.8,18,5.1,56443,26.6,5.5,74.6
HIGHLANDS,Florida,12823,87454,33.5,30.1,13.6,17.3,21.2,6.1,18,5.9,47820,35.7,9.7,64.8
HILLSBOROUGH,Florida,6824,1112902,36.72,32.5,6.8,12.3,16.2,7.7,18,4.3,65818,14.8,16.3,46.5
HOLMES,Florida,14899,15539,42.86,39.9,11.1,15.2,27.1,5.6,18,4.1,44139,20,7,85.5
INDIAN RIVER,Florida,6046,132194,27,27.7,11,14.2,19.5,7.2,18,4.7,61351,34.3,9,74.4
JACKSON,Florida,667,39344,28.39,37.4,10.1,15.6,24.5,7.5,18,4.6,42721,20.2,25.9,65.2
JEFFERSON,Florida,4663,11857,30.3,37,10,15.9,22.8,7.7,18,4.2,56130,24.5,31.4,61.2
LAFAYETTE,Florida,816,6961,44,36.7,9.9,13.8,27.1,7.9,18,4,45732,17.2,12.5,71.2
LAKE,Florida,17376,288227,36.97,34.4,10,14.1,18.8,7.1,18,4.7,64662,26.5,11,66.6
LEE,Florida,51255,621987,31.15,24.6,10.1,13,17.3,7.3,20,4.2,66426,29.1,8.1,64.8
LEON,Florida,422,238030,26.73,30,5.9,9.6,17.6,7.4,19,4.2,57246,14.5,31.7,55.2
LEVY,Florida,7161,32814,38.04,39.5,11.8,16.8,24.6,7.4,19,4.5,45494,25.3,9,78.4
LIBERTY,Florida,5740,6945,52.38,37.5,8.9,13.1,25.2,6.7,19,4.2,48271,15.9,19.5,70.3
MADISON,Florida,4960,15037,35,38.5,11.1,16.7,27.3,6.3,18,4.9,43444,21.2,36.3,54.6
MANATEE,Florida,12587,322734,29.19,27.9,10.2,13.4,17.7,7.9,19,3.9,67929,28.4,8.4,70.3
MARION,Florida,1996,293055,37.89,37.6,11.2,16.3,20.8,7,18,4.9,54555,28.7,12.6,68
MARTIN,Florida,1355,134524,23.81,25.7,10.2,12.7,17.1,7.7,21,3.6,67059,32,5.1,77.3
MIAMI-DADE,Florida,594,2203331,34.77,29.6,7.7,14.2,14.9,8.4,15,5.2,58905,16.9,15,13.6
MONROE,Florida,22635,63666,17.13,26.9,8.6,12.6,16.3,7.6,25,3,68975,23.7,6.6,64.4
NASSAU,Florida,7791,68889,28.87,32.3,8.4,11.6,17.8,7.4,20,3.4,78069,23.1,6,85.6
OKALOOSA,Florida,3722,161186,36.78,29,7,10.8,17.9,7.4,19,3.3,69053,16.4,9.8,72.2
OKEECHOBEE,Florida,392,32693,38.56,37,10.9,15.2,23.7,5.5,17,4.1,47642,20,8.5,61.3
ORANGE,Florida,1515,1074728,33.49,32.2,6.1,10.9,15.9,7.5,16,5.2,64579,12.8,20.3,38.8
OSCEOLA,Florida,547,278155,38.27,35.3,7,13.6,17,6.5,16,6.3,60495,13.4,10.2,28.9
PALM BEACH,Florida,510,1202485,34.64,29.3,8.7,13.6,16.3,8.2,18,4.3,70024,24.5,18.9,52.6
PASCO,Florida,479,429979,36.08,32.5,9.4,12.8,21.5,7.1,20,4.4,59555,22.1,6.3,70.2
PINELLAS,Florida,470,817608,36.53,30.7,9.3,12.5,18.7,7.8,20,4,61851,25.9,10.4,73.1
POLK,Florida,833,551522,40.3,33.2,9.3,13.7,19.6,6.8,17,5.4,56344,19.8,14.8,53.9
PUTNAM,Florida,1225,58288,38.15,38.3,12,17.4,27.1,6.9,18,6.1,38759,23.7,15.7,70.8
SANTA ROSA,Florida,6178,199096,31.96,26.3,7.5,10.3,14.8,8.5,23,3,94662,20.5,5.2,80.6
SARASOTA,Florida,4277,257834,26.66,33.8,9.7,14.9,19.2,6.9,18,4.9,62378,24.4,20.9,53.9
SEMINOLE,Florida,34032,139997,34.47,31,7.7,11.1,20.3,7.7,19,3.5,80837,16.4,6.3,81.1
ST. JOHNS,Florida,627,366102,29.63,22.5,10.7,13.1,15.9,7.9,22,3.8,71630,37.2,4.3,82
ST. LUCIE,Florida,5424,369523,31.91,27.8,6.5,10.9,14.3,8.2,20,4.1,70470,16.4,11.8,57.4
SUMTER,Florida,1520,119652,37.5,28.9,13.7,16.6,17.5,7.9,21,5.3,69707,58.2,6.6,84.8
SUWANNEE,Florida,478,34782,42.41,35.6,10.4,14.5,24.3,7.7,18,4.5,46284,21.8,11.8,74.8
TAYLOR,Florida,254,17266,26.09,37.6,10.6,15,26,6.2,17,5,47083,21,19.2,72.5
UNION,Florida,10946,12038,29.17,37.2,9.8,14.6,26.4,6.3,19,3.7,48667,14.9,22.4,68.8
VOLUSIA,Florida,24146,450702,32.84,35,9.6,14.1,20,7.1,20,4.6,58246,25,10.5,69.3
WAKULLA,Florida,6445,25516,34.48,36.4,7.8,11.7,21.1,8.8,20,3.2,71962,16.1,13.5,78.6
WALTON,Florida,1426,56952,33.33,30.3,9.1,12.2,19.1,7.4,20,3.5,64779,20.1,5,83.8
WASHINGTON,Florida,231,19925,38.2,37.8,10.2,14.3,28,5.3,17,4.5,47930,17.6,14.1,77
APPLING,Georgia,660,13933,28.85,36.1,10,16.3,24.8,5.6,16,3.6,46530,18.6,18.7,68.3
ATKINSON,Georgia,12242,6114,27.27,37.2,9.8,16.8,25.5,6.3,15,2.9,40303,13.8,15.5,54.2
BACON,Georgia,12360,8335,26.67,36.9,9.3,15.2,25.3,7.4,17,3.2,43154,17.2,15.9,72.7
BAKER,Georgia,5136,2494,50,35.8,9.7,18.2,22.8,5,15,4.9,44106,24.9,41,48.5
BALDWIN,Georgia,81776,36412,32.41,36,8.1,14.9,20.6,6.6,16,4.8,44685,17.1,41.8,52.2
BANKS,Georgia,2149,14750,48.72,32.4,8.9,13.4,22.3,8.1,18,2.6,60485,18.2,2.8,86.2
BARROW,Georgia,2207,59847,35.5,33.2,6.7,11.8,18.9,7.6,17,2.9,67646,12.8,13.3,66.1
BARTOW,Georgia,4650,80726,37.62,31.2,7.4,11.9,20.3,7.2,18,3.5,67604,14.6,10.9,75.9
BEN HILL,Georgia,1330,12647,31.67,40.5,9.5,17.1,25.3,6,15,5.2,39863,18.2,36.5,53.9
BERRIEN,Georgia,31062,14587,40.68,35.3,9.9,15.5,24.4,6.5,16,3.7,46404,17.4,11,80
BIBB,Georgia,9096,115472,38.36,38.2,7.9,16.4,20.4,6.2,14,5,47859,16.2,56,36.2
BLECKLEY,Georgia,43465,10218,20,34.1,8.1,13.1,21.8,6.1,16,5,51770,17.3,26.3,67.7
BRANTLEY,Georgia,15181,14460,28.57,33.9,9.7,14.7,25.8,7.6,17,3.6,48076,17.4,3.8,90.9
BROOKS,Georgia,28809,12133,31.58,35.4,10,17.5,22.9,7.5,15,3.7,40936,20.4,34.2,55.9
BRYAN,Georgia,20347,26949,19.42,32.6,5.6,10.1,15.7,7.8,18,2.9,87334,10.7,14.9,71
BULLOCH,Georgia,2599,61850,28.16,36.4,6.2,11.1,20.3,7.2,17,4.1,53105,12.1,29,63
BURKE,Georgia,5862,16581,35.19,37.7,8.9,17.5,22.8,7.5,15,5.8,46977,17.2,45.5,48.1
BUTTS,Georgia,10065,19162,39.08,35.6,8.5,15,23.5,7,18,3.6,61471,15.6,27.7,65.9
CALHOUN,Georgia,4017,5241,15.38,42.5,10,19.3,26,7.3,15,4,38232,16.6,60.7,31.7
CAMDEN,Georgia,14590,40589,23.08,34.4,6.4,11.1,18.9,6.7,17,3.2,63482,14.7,18,69.1
CANDLER,Georgia,10485,8126,38.71,40.9,10.6,18.1,24.4,7.4,16,3,41593,18.6,24.8,60.7
CARROLL,Georgia,5704,90045,31.47,32.8,7.2,12.7,20.3,6.3,16,3.7,59894,13.9,19.6,69.3
CATOOSA,Georgia,1358,51987,28.32,28.6,7.4,11.6,18.8,7.7,18,2.7,64245,18.5,2.9,89.7
CHARLTON,Georgia,680,10476,24.39,38.3,9,15.1,24.9,7.5,16,3.2,47229,16,28.6,60.6
CHATHAM,Georgia,437,227916,25.23,32,6.4,12.6,16.4,7.2,17,4.3,61527,16.5,40.4,47.3
CHATTAHOOCHEE,Georgia,16623,8347,0,29.6,3.5,6.7,20,3.7,16,4.5,53786,5.1,17,56.7
CHATTOOGA,Georgia,774,19235,30,36,9.8,15.2,26.5,5.2,17,4.8,42974,18.5,9.6,82.1
CHEROKEE,Georgia,1941,192056,29.03,28.5,5.8,10,14.6,8.5,19,2.6,96997,15.4,7.4,76.9
CLARKE,Georgia,755,105341,21.48,29.3,5.5,10.3,18.5,5.6,17,3.8,49145,12.1,27.5,55.3
CLAY,Georgia,566,2299,25,43,13.4,23.9,24.3,6.6,13,10.2,35957,28.7,58.4,36.8
CLAYTON,Georgia,252,209056,27.36,40.6,6.1,15.3,18.7,6.7,13,6.5,51422,10.4,71,8.4
CLINCH,Georgia,320,4955,27.78,39.3,10.9,18,28.6,7,14,2.9,44799,16.7,26.8,64.4
COBB,Georgia,107,578319,26.92,27.9,5.3,10,13,8.3,19,3.3,87532,13.3,28,50.2
COFFEE,Georgia,1319,32559,27.2,34.5,7.9,14.7,24.5,7.6,15,4.1,36708,14.1,28.4,56.7
COLQUITT,Georgia,510,33675,27.45,37.4,9.4,15.8,24.4,6.6,15,3.2,44485,16.1,23.2,54.1
COLUMBIA,Georgia,1747,115144,26.12,29.9,5.8,10.6,14.1,8.7,17,2.7,87281,14.4,19,65.4
COOK,Georgia,2495,12861,22.64,35.2,8.9,15.5,23.8,7.9,16,3.4,44995,16.6,27.7,63.2
COWETA,Georgia,529,110099,23.1,32.2,6.3,11.9,15.3,7.8,17,3.4,85182,14.9,18.5,69.4
CRAWFORD,Georgia,575,9781,50,36.8,9.3,16.1,22.5,6.4,17,3.7,54442,19.9,20.7,72.6
CRISP,Georgia,4419,17137,32.76,38,10.6,18.8,25.5,6.6,14,8.6,41505,19.9,44,49.1
DADE,Georgia,354,13107,36.47,30.8,8.4,12.6,21.4,,18,2.6,64054,20.4,1.3,92.9
DAWSON,Georgia,546,19897,30.19,27.7,7.4,11,16.5,8.8,19,2.7,76903,20.3,1.3,89.6
DE KALB,Georgia,523,20070,28.58,32.1,8.9,16.2,23,7.2,14,3.7,42960,16.9,41.9,49
DECATUR,Georgia,689,581616,27.63,29.4,5.7,13.5,13.8,7.7,16,4.6,70756,13.6,53.4,29.5
DODGE,Georgia,1800,16693,36.27,39.7,9.3,16.4,22.8,7.8,16,4.2,40856,19.1,29.5,64
DOOLY,Georgia,679,11350,48.57,42.2,9.8,18.6,22.2,5.4,15,7.3,43270,21.9,48.1,42.1
DOUGHERTY,Georgia,697,70021,28.52,40.4,8,17,22,4.9,13,6.4,41985,16.8,71,23.4
DOUGLAS,Georgia,240,107726,28.1,35.2,6.1,13,17.1,7.4,16,4.4,66162,12.2,50.2,34.2
EARLY,Georgia,1151,7674,20.93,38.6,10.3,18.9,25.3,7.2,14,5,38817,19.6,51.8,43.3
ECHOLS,Georgia,363,2934,0,36.2,8.4,14.1,22.5,6.1,17,2.7,42241,13.4,6.6,58.8
EFFINGHAM,Georgia,2796,45726,20.15,33.4,6.1,10.5,17.9,8.5,18,2.9,76626,12.2,14.8,75.6
ELBERT,Georgia,1564,15007,37.8,37.2,9.9,16.6,24.2,6.5,15,4.9,42866,21.2,28.2,62.8
EMANUEL,Georgia,392,17028,49.33,37.7,9.1,16.3,24.9,5.9,15,5.3,45252,16.5,33.9,58.9
EVANS,Georgia,7079,7851,23.33,39.2,9.5,16.7,23.7,7.9,15,3.5,41847,16.2,30,55.7
FANNIN,Georgia,152,21654,26.85,29.6,10.4,14.7,20.3,8.1,18,2.8,54446,30.8,0.9,93.7
FAYETTE,Georgia,738,87366,22.64,29.6,6.3,11.2,13.1,8.9,15,2.9,92319,19.5,26,58.6
FLOYD,Georgia,4965,75225,34.35,33.4,8.3,13.6,20.7,6.4,17,3.7,59685,17,14.4,69.8
FORSYTH,Georgia,2926,171804,24.3,26.2,5.1,8.9,11.2,8.7,18,2.5,120919,12.4,4.5,65.9
FRANKLIN,Georgia,136,18017,37.5,31.6,9.5,14.6,21.8,,17,3.7,48045,19.1,9,81.9
FULTON,Georgia,7077,820707,25.07,26.5,5.1,10.1,13,7.6,19,4.7,82820,12.4,43.8,39
GILMER,Georgia,226,24910,30.41,31.9,10,14.3,20.3,7.4,18,3,57970,26.3,0.7,84.7
GLASCOCK,Georgia,15020,2344,20,35.2,9.7,15,23.9,5.4,18,2.6,49175,18.6,9,86.8
GLYNN,Georgia,1138,66698,22.09,31.8,8.1,13.4,18.5,6.9,17,3.8,60685,21.4,25.7,63.6
GORDON,Georgia,1342,43638,32.14,35.6,8.5,13.4,21.2,7.1,16,3.2,56053,15.4,3.9,75.9
GRADY,Georgia,3003,18611,21.95,36.7,9.5,16.7,21.4,8,16,3.1,42171,19.3,28.1,57.4
GREENE,Georgia,493,14396,24.11,33.5,11.3,18,18.2,7.5,16,3.7,65261,29.8,30.9,59.6
GWINNETT,Georgia,3125,678652,28.67,32.3,5.6,11.2,13.7,8.1,14,3.5,75021,11,28.9,33.2
HABERSHAM,Georgia,381,35197,36.55,33.9,8.2,12.4,19.9,7.6,17,3.6,55987,18.4,3.6,75.6
HALL,Georgia,789,150883,34.23,31.3,7.6,12.6,18.2,7.9,17,2.7,68057,15.9,7.5,59.3
HANCOCK,Georgia,435,7054,30,41.6,11.4,22.3,26.1,4.9,14,6.4,35830,24.8,68.6,26
HARALSON,Georgia,587,22438,32.98,30,8.2,12.2,21,7.5,18,3.5,62472,15.9,4.6,90.2
HARRIS,Georgia,802,27141,35.35,29.9,6.9,12.4,15,9.2,18,2.9,80911,19,15.7,75.7
HART,Georgia,17968,20628,27.37,33.7,10.1,16.2,20.6,,17,3.9,59149,22.6,18.2,74.8
HEARD,Georgia,658,9185,21.74,33.1,8.7,13.8,23.3,7.2,18,3.9,50379,17.5,9.7,84.2
HENRY,Georgia,490,171268,31.48,33.4,5.8,12.9,16.4,7.9,15,4.2,76577,12.3,50.7,35.6
HOUSTON,Georgia,2866,115755,45.49,34.5,6.5,12.9,16.9,7.8,17,3.6,71609,13.3,33.1,53.7
IRWIN,Georgia,3248,7409,24.14,36.6,9.6,16.2,23.5,7.6,16,4.5,44540,18,26.7,67
JACKSON,Georgia,359,52527,28.89,28.2,6.9,11.1,18.2,8,18,2.4,72486,14.4,7.7,78.5
JASPER,Georgia,103,10700,14.81,34.8,9.5,15.9,22.3,8.2,17,3.2,61354,17.4,17.5,76.1
JEFF DAVIS,Georgia,1215,11040,34.04,37.7,9.5,15.6,24.6,6,16,4,42192,16.2,14.7,70.1
JEFFERSON,Georgia,619,11804,35.71,38.2,9.5,18.7,23.8,8,14,4.7,42461,18.8,51.5,42.4
JENKINS,Georgia,679,6921,28.57,39.9,9.5,17.4,29,7,14,4.7,38497,17.1,40.4,49.9
JOHNSON,Georgia,324,7882,41.67,38.1,9.6,16.5,26.8,6.7,16,3.5,37703,19.9,34,60.9
JONES,Georgia,851,21988,45,35.3,8.2,14.4,19.5,7.6,17,3.1,61509,18.2,25,70.4
LAMAR,Georgia,2542,15087,21.95,32.8,7.8,13.6,21.2,7.3,16,4.2,55933,16.7,28.3,65.8
LANIER,Georgia,2599,7862,27.78,34.4,8.1,14.1,24.1,7.3,15,3.8,47789,14.7,21.8,66.5
LAURENS,Georgia,3949,35612,40.11,34,9.3,16.8,22.7,6.5,16,4.3,47905,18.1,37.4,57
LEE,Georgia,678,21999,28.99,31.5,6.2,11.4,16.8,8.2,18,3.1,76546,13.6,24.3,68.1
LIBERTY,Georgia,22450,44253,24.26,37.1,5.5,12,20,6.6,16,4,50696,10.2,43.3,37.2
LINCOLN,Georgia,948,6404,18.42,33.6,9.9,16.9,21.9,7.8,17,4,50080,25,27.6,67.6
LONG,Georgia,90,13857,19.05,35,6.6,12.7,23,7.8,16,3,55601,10.4,26.4,56.1
LOWNDES,Georgia,2394,88452,39.39,32.2,6.7,13,19,7.1,16,4.1,46565,12.8,37.1,52.2
LUMPKIN,Georgia,1493,27157,34.34,30,7.7,11.4,19.1,8.6,18,2.8,64077,18.6,1.5,90.3
MACON,Georgia,747,16131,35.9,39,9.3,17,22.3,8.1,15,5.2,44597,18.6,40.8,52.9
MADISON,Georgia,661,12024,22.45,35.5,10.3,17.9,20.6,7.8,17,3.7,47651,28.9,31.5,63
MARION,Georgia,17990,10681,21.05,37.9,9.6,19.4,26.3,7.6,14,6.3,35660,18.4,59.6,32.9
MC DUFFIE,Georgia,1164,22813,26.79,32.1,8.4,13.6,22.2,7.7,17,3.1,56526,17.7,9.6,79.7
MC INTOSH,Georgia,4747,6576,22,35.4,10,17.4,21.6,8.6,16,3.6,39717,21.5,29.3,58.6
MERIWETHER,Georgia,368,16580,27.42,39.2,9.7,17.5,23,7.4,16,5.3,46799,21.1,36.7,57.4
MILLER,Georgia,733,4392,13.89,34.1,10,16.1,21.4,8.2,16,3,44814,22.2,28,66.1
MITCHELL,Georgia,822,17158,23.61,40.3,9.1,17.4,25.2,6.8,14,5,42539,17.4,46.9,45.3
MONROE,Georgia,849,21887,32.89,33.4,8,13.6,18.9,8.2,17,3.1,65697,19.4,21.5,73.3
MONTGOMERY,Georgia,319,7344,41.18,33.8,8.2,14.3,22.3,7.9,16,4.1,47618,17.6,25.3,65.5
MORGAN,Georgia,4928,14558,20.69,30.9,7.9,13.5,17.2,7.9,18,3.2,67187,20.5,20.5,73.8
MURRAY,Georgia,3488,30030,25.33,32.7,8.5,13.7,23.1,7.4,18,4.3,53297,15.4,1,81.1
