A_LabID,SiteID,StateID,Latitude,Longitude,CollDate,LandCover1,LandCover2,A_Depth,A_Ag,A_Al,A_As,A_Ba,A_Be,A_Bi,A_C_Tot,A_C_Inorg,A_C_Org,A_Ca,A_Cd,A_Ce,A_Co,A_Cr,A_Cs,A_Cu,A_Fe,A_Ga,A_Hg,A_In,A_K,A_La,A_Li,A_Mg,A_Mn,A_Mo,A_Na,A_Nb,A_Ni,A_P,A_Pb,A_Rb,A_S,A_Sb,A_Sc,A_Se,A_Sn,A_Sr,A_Te,A_Th,A_Ti,A_Tl,A_U,A_V,A_W,A_Y,A_Zn
C-328942,9424,AL,34.5908,-87.3118,2/26/2009,Forested Upland,Mixed Forest,0-10,<1,1.15,1.4,98,0.3,0.14,3.42,N.D.,3.42,0.11,<0.1,18.2,1.6,24,<5,6,0.55,2.21,0.03,<0.02,0.15,9.4,7,0.04,150,0.35,0.02,3.5,3.7,270,12.9,11.2,0.02,0.31,1.4,<0.2,0.7,18.3,<0.1,3.5,0.12,0.1,0.9,14,0.3,4.4,38
C-328912,9504,AL,31.5891,-85.3026,2/19/2009,Planted/Cultivated,Pasture/Hay,0-20,<1,0.4,0.7,31,0.1,0.04,0.54,N.D.,0.54,0.04,<0.1,20,0.4,3,<5,4.2,0.22,1.04,<0.01,<0.02,0.03,10.2,3,0.03,82,0.22,<0.01,2.6,2,250,4.6,4.7,<0.01,0.1,0.5,<0.2,0.4,3.1,<0.1,3.2,0.1,<0.1,0.7,7,0.2,2.8,9
C-328934,9568,AL,32.1291,-88.2593,2/20/2009,Developed,Low Intensity Residential,0-20,<1,1.64,2.8,187,0.4,0.09,1.52,N.D.,1.52,0.08,<0.1,36.1,1.7,26,<5,8.8,1.35,4.15,0.03,<0.02,0.5,19.5,9,0.07,102,0.61,0.04,6.2,3.4,250,12.1,26.1,0.01,0.48,2.7,0.6,0.7,21.4,<0.1,6.8,0.23,0.2,1.9,34,0.5,5.1,14
C-328972,9680,AL,34.5426,-85.8749,2/24/2009,Planted/Cultivated,Pasture/Hay,0-20,<1,1.89,2.9,140,0.4,0.12,0.92,N.D.,0.92,0.02,<0.1,38.5,3.1,18,<5,6.8,0.98,3.96,0.03,<0.02,0.34,17.6,12,0.1,231,0.66,0.03,4.6,7.7,250,10.4,25.1,<0.01,0.23,2.6,0.3,0.7,17.3,<0.1,5.2,0.19,0.3,1.7,29,0.3,5.4,20
C-328920,9872,AL,33.5162,-86.2427,2/24/2009,Planted/Cultivated,Pasture/Hay,0-30,<1,2.57,7.7,76,0.4,0.2,0.78,N.D.,0.78,0.06,<0.1,27,2.8,35,<5,9.1,1.93,6.21,0.04,0.03,0.18,14.5,14,0.1,195,1.72,<0.01,7.5,9.4,330,15.8,17,<0.01,0.72,3.6,0.5,1.1,12.4,<0.1,6.6,0.26,0.3,2.5,52,0.7,5.2,26
C-328979,9936,AL,33.0774,-85.5152,2/23/2009,Developed,Low Intensity Residential,0-20,<1,5.56,3.1,1040,1.4,0.2,3.06,N.D.,3.06,0.52,0.2,133,20.1,67,<5,43.8,4.25,12.8,0.05,0.06,0.89,68.8,9,0.65,687,0.66,0.04,15.4,29.1,2030,27.7,47.5,0.03,0.59,15.4,0.4,3.8,277,<0.1,12.1,0.62,0.5,3.5,98,0.9,13,137
C-329076,10016,AL,31.4153,-87.4535,2/18/2009,Planted/Cultivated,Pasture/Hay,0-20,<1,3.45,4.4,95,0.5,0.16,1.09,N.D.,1.09,0.04,<0.1,71.9,3.5,21,<5,11,1.43,6.61,0.03,0.02,0.22,24.5,14,0.08,340,0.98,0.02,5.9,12.5,270,12.4,19,0.01,0.36,3.5,0.2,0.9,10.4,<0.1,7.7,0.22,0.2,1.7,38,0.4,10.9,23
C-328921,10128,AL,33.9728,-87.7726,2/25/2009,Developed,Low Intensity Residential,0-15,<1,1.46,3.5,113,0.5,0.11,0.96,N.D.,0.96,0.03,<0.1,27.7,5.1,20,<5,9.3,1.31,3.62,0.02,<0.02,0.33,15.5,9,0.05,213,0.32,0.02,7.3,3.9,150,13.9,26.8,<0.01,0.35,2.7,0.3,0.9,14.5,<0.1,6,0.3,0.2,1.8,22,0.3,7,16
C-329082,10528,AL,31.8651,-85.7223,2/19/2009,Developed,Low Intensity Residential,0-10,<1,2.98,6.7,263,1,0.19,1.78,N.D.,1.78,0.07,<0.1,71.1,10.3,49,<5,14.3,2.07,6.62,0.04,0.03,0.68,25.1,19,0.13,905,1.28,0.11,11.9,10.8,530,23.8,40.8,0.02,0.75,4.6,0.5,1.1,31.4,<0.1,10.1,0.38,0.5,3.1,53,0.9,11.8,47
C-328911,10640,AL,33.1401,-88.1242,2/21/2009,Planted/Cultivated,Pasture/Hay,0-20,<1,2.48,5.7,229,0.7,0.14,0.82,N.D.,0.82,0.03,<0.1,52.2,8.1,25,<5,7.1,1.75,5.66,0.03,0.02,0.62,23.3,12,0.11,486,0.83,0.07,9.1,8.2,270,19.5,39.7,0.01,0.53,3.9,0.4,1.3,25.9,<0.1,8,0.31,0.3,2.5,41,0.5,8.4,26
C-329043,10704,AL,33.5706,-85.9403,2/24/2009,Planted/Cultivated,Pasture/Hay,0-25,<1,2.9,8,120,0.5,0.19,1.2,N.D.,1.2,0.04,<0.1,37.5,7.7,24,<5,13.1,1.77,7.12,0.05,0.03,0.34,14.6,18,0.15,462,1.52,0.02,7,11.6,240,18.3,35.6,0.01,0.53,4,0.4,1.7,14.1,<0.1,7.5,0.21,0.5,2.4,35,0.7,6,98
C-329080,10784,AL,30.5495,-88.3765,2/17/2009,Planted/Cultivated,Pasture/Hay,0-25,<1,1.33,2.7,57,0.2,0.13,1.08,N.D.,1.08,0.02,<0.1,<0.05,1.1,20,<5,5.8,0.63,2.85,0.03,<0.02,0.11,<0.5,10,0.04,222,0.6,0.01,7.5,4.8,230,9.6,8.9,0.01,0.38,2.3,0.3,0.8,7,<0.1,<0.2,0.27,0.1,<0.1,21,0.6,6.5,12
C-328980,10896,AL,32.589,-86.5488,2/23/2009,Forested Upland,Evergreen Forest,0-20,<1,0.69,0.9,65,0.2,0.04,0.75,N.D.,0.75,0.02,<0.1,26.3,0.8,4,<5,2.3,0.3,1.33,0.02,<0.02,0.08,10.7,3,0.03,168,0.15,<0.01,2.1,2.5,130,6.9,6.6,<0.01,0.06,1,<0.2,0.2,5.9,<0.1,3.5,0.1,<0.1,0.8,8,0.2,2.9,13
C-329085,10960,AL,32.1989,-85.0352,2/19/2009,Developed,Low Intensity Residential,0-15,<1,4.64,5.8,181,0.7,0.24,1.7,N.D.,1.7,0.18,0.2,86.3,4.1,34,<5,232,2.75,10,0.11,0.04,0.44,40.3,13,0.12,151,1.8,0.03,8.6,12.9,540,62.9,29.2,0.02,0.43,5.3,0.9,9.5,32.6,<0.1,16.7,0.32,0.4,3.4,53,0.6,6.8,121
C-329077,11040,AL,32.0299,-87.6585,2/20/2009,Planted/Cultivated,Pasture/Hay,0-30,<1,0.91,1.7,97,0.3,0.09,1.05,N.D.,1.05,0.08,<0.1,45.7,2,18,<5,4.2,0.54,2.2,0.02,<0.02,0.21,21.9,6,0.04,216,0.33,0.02,5.1,3.1,220,9.9,14.6,0.01,0.28,1.4,<0.2,0.3,12.5,<0.1,6.4,0.21,0.2,1.5,15,0.3,6.1,11
C-329079,11152,AL,34.4221,-86.1854,2/24/2009,Developed,Low Intensity Residential,0-7,<1,3.38,7.2,155,0.8,0.36,1.69,0.1,1.6,0.66,0.2,54.7,10.5,42,<5,11.7,2.32,7.49,0.07,0.03,0.53,20.6,27,0.22,1340,1.59,0.03,8.3,17,370,21.1,48.7,0.02,0.72,5.7,0.3,1.3,40.1,<0.1,8.8,0.27,0.5,3.2,56,0.8,8.7,69
C-328903,11664,AL,33.5529,-88.1652,2/21/2009,Developed,Low Intensity Residential,0-20,<1,2.48,4.2,247,0.6,0.1,3.19,N.D.,3.19,0.13,<0.1,65.8,4.6,21,<5,8.1,1.72,5.3,0.02,0.02,0.72,29.2,11,0.13,314,0.52,0.06,8.8,7.4,400,15.1,37.6,0.02,0.39,3.5,0.3,0.9,31.4,<0.1,10.7,0.3,0.3,2.7,31,0.5,11,28
C-329039,12064,AL,31.5975,-86.5142,2/18/2009,Developed,Low Intensity Residential,0-10,<1,0.47,0.8,51,0.1,0.08,0.93,N.D.,0.93,0.03,<0.1,36.9,0.5,6,<5,2.4,0.27,1.41,0.02,<0.02,0.11,18.6,4,0.02,56,0.22,0.01,4.8,1.3,130,11.5,5.5,0.01,0.24,0.9,<0.2,1.7,7.1,<0.1,6.3,0.21,<0.1,1.1,10,0.3,4,11
C-328925,12176,AL,33.7108,-86.2876,2/24/2009,Forested Upland,Evergreen Forest,0-7,<1,1.99,3.2,158,0.6,0.08,1.77,N.D.,1.77,0.03,<0.1,37.3,2.8,20,<5,6.9,1.27,4.45,0.03,<0.02,0.42,20,10,0.08,212,0.42,0.01,5.1,4.9,190,12,31.1,<0.01,0.38,3.4,0.4,1,21.2,<0.1,5.6,0.2,0.2,1.9,27,0.3,6.1,19
C-328935,12240,AL,31.0351,-85.963,2/19/2009,Planted/Cultivated,Pasture/Hay,0-25,<1,0.72,1,30,0.1,0.05,0.45,N.D.,0.45,<0.01,<0.1,35.6,0.9,7,<5,3.4,0.34,1.58,<0.01,<0.02,0.04,18.9,4,0.02,124,0.35,<0.01,4.8,3.2,260,4.5,5.3,<0.01,0.14,1.2,<0.2,0.4,3.4,<0.1,6.1,0.18,<0.1,1.1,12,0.3,6.9,11
C-328926,12384,AL,31.0565,-86.8005,2/18/2009,Forested Upland,Evergreen Forest,0-30,<1,1.1,1.8,53,0.2,0.11,1.26,N.D.,1.26,<0.01,<0.1,26.5,0.6,9,<5,6.3,0.46,2.74,0.03,<0.02,0.09,12.9,5,0.03,80,0.32,<0.01,2.5,3,70,9.8,8.4,<0.01,0.24,1.9,<0.2,0.8,7.3,<0.1,5.1,0.2,<0.1,1,16,<0.1,4.3,7
C-328927,12496,AL,34.491,-86.9745,2/26/2009,Forested Upland,Mixed Forest,0-20,<1,1.61,2.9,130,0.4,0.14,1,0.2,0.8,0.03,<0.1,36.3,2,36,<5,7.8,0.93,3.5,0.02,<0.02,0.32,18.1,12,0.07,118,0.66,0.03,6.9,6,130,14.1,22.9,<0.01,0.44,2.4,<0.2,0.9,19.6,<0.1,5.6,0.25,0.2,1.8,26,0.5,7.1,20
C-328916,12576,AL,31.3212,-85.6504,2/19/2009,Planted/Cultivated,Pasture/Hay,0-30,<1,0.57,1.6,31,0.1,0.05,0.88,N.D.,0.88,0.05,<0.1,22.8,0.5,6,<5,13.4,0.46,1.37,<0.01,<0.02,0.05,13,3,0.03,141,0.44,<0.01,2.4,2.4,410,5.1,4.9,<0.01,0.15,0.9,<0.2,0.3,4.3,<0.1,3.8,0.11,<0.1,1,11,0.2,3.2,17
C-329028,12944,AL,32.7201,-87.3275,2/21/2009,Planted/Cultivated,Pasture/Hay,0-20,<1,1.69,2.6,164,0.5,0.11,0.59,N.D.,0.59,0.06,<0.1,68.8,3.9,17,<5,6.5,1.12,4.3,0.02,<0.02,0.41,27.1,9,0.07,564,0.41,0.03,8.2,4.7,390,12.2,27.6,<0.01,0.26,2.8,<0.2,0.7,19.2,<0.1,8.9,0.3,0.2,2.1,24,0.5,10.5,31
C-328973,13008,AL,32.3102,-85.8508,2/20/2009,Planted/Cultivated,Fallow,0-10,<1,3.47,6.4,155,0.7,0.16,0.69,N.D.,0.69,0.05,<0.1,99.6,2.1,27,<5,2.5,1.8,7.86,0.04,0.03,0.49,50.1,20,0.13,98,1.86,0.04,9.8,8,240,19.8,25.4,<0.01,0.23,4.6,0.7,1,25.1,<0.1,23.2,0.33,0.3,4.6,52,0.4,8.6,22
C-312876,396,AR,33.1884,-92.2193,7/15/2008,Forested Upland,Deciduous Forest,0-20,<1,3.37,2.3,251,1.2,0.16,3.42,N.D.,3.42,0.05,<0.1,53,5,32,<5,9.5,1.08,8.94,0.06,0.03,0.51,27.2,22,0.18,70,0.88,0.08,7.6,10,420,19.8,44.5,0.04,0.4,5.3,0.4,1.4,34.4,<0.1,7.1,0.18,0.3,2.1,62,0.3,11.3,40
C-312421,520,AR,36.3098,-93.373,7/2/2008,Herbaceous Upland,Grasslands/Herbaceous,0-20,<1,1.44,3.9,224,0.6,0.06,1.28,N.D.,1.28,0.1,<0.1,38.2,4.3,36,<5,6.8,0.85,3.54,0.02,<0.02,0.52,19.7,11,0.07,583,0.4,0.14,6.7,6.3,360,9.7,28.8,0.01,0.41,2.4,<0.2,0.5,22.6,<0.1,4.2,0.19,0.2,1.4,21,0.6,11.2,19
C-312871,524,AR,34.5545,-90.859,7/14/2008,Developed,Low Intensity Residential,0-10,<1,3.18,9.5,556,1,0.12,1.88,N.D.,1.88,0.28,0.1,59.4,6.1,29,<5,10.5,1.22,7.52,0.03,<0.02,1.3,29.2,13,0.19,943,0.64,0.58,7.5,11.7,600,16.7,64.1,0.03,0.6,4.2,0.5,0.8,77.6,<0.1,8.2,0.21,0.4,2.3,51,0.5,12.9,44
C-312414,652,AR,33.8135,-94.0501,7/10/2008,Herbaceous Upland,Grasslands/Herbaceous,0-5,<1,2.22,5.5,166,0.9,0.14,4.66,N.D.,4.66,0.36,0.1,62.5,6.3,49,<5,16.6,1.37,6.66,0.02,0.03,0.35,30.3,31,0.17,387,0.85,0.19,27.2,9.4,740,14.8,38.6,0.05,0.52,5.2,0.4,1.3,45,<0.1,7,0.36,0.2,2.5,68,0.9,12,50
C-312435,776,AR,36.0753,-92.5572,7/2/2008,Herbaceous Upland,Grasslands/Herbaceous,0-5,<1,0.46,2.6,52,0.3,<0.04,0.5,N.D.,0.5,0.04,0.2,13.3,2.8,22,<5,2,0.69,1.46,<0.01,<0.02,0.14,7.3,5,0.04,231,0.21,0.02,1.2,7.1,260,6.4,9.5,<0.01,0.2,1.7,<0.2,0.1,9.1,<0.1,1.8,0.03,<0.1,0.7,14,0.1,5.1,31
C-312443,840,AR,35.3237,-90.5832,7/8/2008,Planted/Cultivated,Row Crops,0-20,<1,5.47,11.1,656,1.7,0.24,1.21,N.D.,1.21,0.33,0.2,60.1,14.7,60,6,19,3,16.5,0.04,0.06,1.97,30,30,0.67,698,1.22,0.53,10.3,25.9,590,24.5,99.4,0.02,1.22,11.3,0.4,1.7,93.6,<0.1,10.7,0.21,0.7,3.1,138,1,17,83
C-312470,908,AR,34.3803,-94.2684,7/10/2008,Planted/Cultivated,Pasture/Hay,0-8,<1,1.45,2.9,153,0.8,0.09,2.36,N.D.,2.36,0.14,<0.1,48.6,3.7,26,<5,49.4,0.54,3.97,0.02,<0.02,0.38,22.7,6,0.08,274,0.5,0.1,4.3,1.5,650,11.6,29.6,0.03,0.24,2.1,<0.2,0.6,15.7,<0.1,6.4,0.11,0.2,1.9,17,0.4,8.1,43
C-312467,1164,AR,34.4876,-92.5351,7/12/2008,Forested Upland,Mixed Forest,0-15,<1,0.84,2.3,124,0.3,0.16,1.71,N.D.,1.71,0.04,<0.1,23.4,1.8,22,<5,<0.5,0.48,2.86,0.03,<0.02,0.16,12,5,0.04,79,0.48,0.03,7.4,0.9,140,11.9,11.7,0.02,0.37,1.6,<0.2,0.6,22.6,<0.1,4.6,0.2,0.1,1.2,21,0.3,4.1,10
C-312874,1420,AR,33.6766,-92.2899,7/15/2008,Forested Upland,Mixed Forest,0-10,<1,0.67,2.1,121,0.2,0.08,1.02,N.D.,1.02,0.02,<0.1,25,1.2,15,<5,2.5,0.4,2.02,0.02,<0.02,0.17,12.9,6,0.03,53,0.35,0.04,4.1,1.9,70,7.9,10.1,0.01,0.29,1.3,<0.2,0.4,11.6,<0.1,3.7,0.13,0.1,0.9,24,0.2,3.4,5
C-312428,1544,AR,35.5779,-92.1308,7/7/2008,Developed,Low Intensity Residential,0-5,<1,1.82,4.6,226,0.9,0.12,1.54,N.D.,1.54,0.05,<0.1,49.1,6.7,35,<5,7,1.06,5.17,0.02,<0.02,0.47,22.6,16,0.09,413,0.63,0.08,11.5,8.1,180,14.8,40.1,0.01,0.57,3.9,0.3,0.9,24,<0.1,6.1,0.32,0.3,1.8,31,1,10.7,25
C-312881,1548,AR,34.1334,-91.3447,7/14/2008,Planted/Cultivated,Row Crops,0-20,<1,2.8,10.6,376,0.7,0.14,1.09,N.D.,1.09,0.26,0.1,50.7,5.7,30,<5,8.8,1.81,6.93,0.02,<0.02,0.77,24.6,15,0.16,777,0.73,0.4,6.4,6.9,720,16.7,45.8,0.02,0.61,4.2,0.4,0.7,51.4,<0.1,8.3,0.2,0.3,2.2,59,0.4,9.6,56
C-312481,1676,AR,33.6536,-94.2892,7/11/2008,Planted/Cultivated,Pasture/Hay,0-10,<1,0.89,2.9,183,0.3,<0.04,1.09,N.D.,1.09,0.11,<0.1,18.5,1.4,15,<5,7.8,0.33,2,<0.01,<0.02,0.63,9.2,6,0.04,195,0.32,0.07,2.3,5.8,360,7.9,24.9,0.01,0.23,0.9,<0.2,0.1,19,<0.1,2.5,0.07,0.1,1,11,0.2,3.5,19
C-312490,1932,AR,34.3118,-93.3308,7/12/2008,Planted/Cultivated,Pasture/Hay,0-10,<1,1.88,2.4,252,0.6,0.08,1.45,N.D.,1.45,0.05,<0.1,61,4.8,21,<5,4.5,0.65,4.5,0.02,<0.02,0.88,27.7,12,0.08,199,0.37,0.18,4.6,6.3,190,12.9,45.4,0.01,0.28,2.2,<0.2,0.8,26.4,<0.1,8,0.12,0.3,1.7,21,0.2,8.3,24
C-312887,2188,AR,34.2975,-92.0412,7/14/2008,Developed,Low Intensity Residential,0-10,<1,1.42,2.6,244,0.4,0.11,2.12,N.D.,2.12,0.05,<0.1,34,2.3,16,<5,8.3,0.6,3.75,0.02,<0.02,0.48,17,9,0.06,65,0.41,0.14,6,3.9,210,37.7,24.8,0.03,0.42,2,<0.2,0.9,24.8,<0.1,6.2,0.16,0.2,1.5,28,0.3,5.7,22
C-312466,2312,AR,35.5102,-94.3241,7/3/2008,Planted/Cultivated,Pasture/Hay,0-5,<1,1.64,4.5,121,0.6,0.13,0.76,N.D.,0.76,0.02,<0.1,31.9,3.3,34,<5,5,1.18,4.59,0.03,<0.02,0.36,15.6,15,0.07,116,0.64,0.06,5.9,3.8,180,13,26.4,0.01,0.48,2.8,<0.2,0.7,14.5,<0.1,7.1,0.16,0.2,1.9,37,0.4,6.6,22
C-312493,2444,AR,33.7001,-92.8183,7/11/2008,Herbaceous Upland,Grasslands/Herbaceous,0-10,<1,1.53,2.3,203,0.7,0.09,1.27,N.D.,1.27,0.08,<0.1,35.8,5,25,<5,7.3,0.89,3.8,<0.01,<0.02,0.5,16.2,13,0.09,292,0.64,0.06,5.3,9.2,350,11.5,29.7,0.02,0.49,2.5,<0.2,0.4,22.6,<0.1,4.8,0.16,0.2,1.6,31,0.3,7.2,25
C-312489,2568,AR,36.2067,-91.5655,7/1/2008,Planted/Cultivated,Pasture/Hay,0-5,<1,2.64,6.3,404,1.7,0.17,3.32,N.D.,3.32,0.19,0.2,62.3,13.6,27,<5,13.6,1.5,6.8,0.06,0.02,1.05,30.1,21,0.19,2050,0.91,0.18,7.5,12.3,590,32,54.4,0.04,0.7,4.1,0.3,1,36.2,<0.1,6.9,0.21,0.4,2.2,46,0.4,15,50
C-312442,2632,AR,35.3006,-91.1102,7/8/2008,Planted/Cultivated,Pasture/Hay,0-10,<1,2.41,3.3,520,0.8,0.05,0.35,N.D.,0.35,0.23,<0.1,36.1,4.5,20,<5,4.8,0.81,6.64,0.01,<0.02,1.49,21.7,7,0.1,618,0.3,0.5,4.4,8.8,340,13.1,56.2,<0.01,0.42,2.9,<0.2,0.4,92.9,<0.1,4.1,0.1,0.4,1.3,30,0.3,12.7,22
C-312423,2700,AR,33.8287,-93.3677,7/12/2008,Planted/Cultivated,Pasture/Hay,0-10,<1,2.13,7.4,353,0.9,0.18,2.59,N.D.,2.59,0.14,0.2,70.4,18.3,56,<5,12.7,2.21,6.84,0.06,0.03,0.43,28.2,22,0.11,2400,1.39,0.1,12.8,10.6,470,30.7,47.5,0.03,0.99,5.1,0.6,1.6,33.5,<0.1,8.8,0.34,0.3,2.7,62,1.2,12,36
C-312868,3148,AR,33.2761,-91.4761,7/14/2008,Planted/Cultivated,Row Crops,0-20,<1,3.8,7.9,497,1.2,0.12,0.89,N.D.,0.89,0.32,0.1,48.9,4.8,23,<5,11,1.19,8.39,0.01,0.02,1.58,24.1,18,0.26,389,0.38,0.81,7.1,8.9,310,16.9,73.2,0.02,0.46,4.3,0.4,0.9,89.2,<0.1,7.7,0.18,0.4,1.9,47,0.4,10.2,35
C-312486,3212,AR,34.9178,-91.6391,7/9/2008,Forested Upland,Mixed Forest,0-8,<1,2.15,4.1,245,0.7,0.13,3.05,N.D.,3.05,0.2,0.1,33,3.9,26,<5,8,1.06,5.2,0.05,<0.02,0.7,15.7,19,0.13,756,0.59,0.21,5.7,9.9,280,18.6,37.2,0.02,0.48,2.9,4.7,0.7,34.7,<0.1,5.8,0.17,0.3,1.7,37,0.2,6.4,26
C-312446,3336,AR,35.7546,-92.9821,7/7/2008,Forested Upland,Mixed Forest,0-5,<1,1.52,7.6,209,0.6,0.11,2.99,N.D.,2.99,0.09,0.1,43.5,9.3,43,<5,4.7,1.59,5.28,0.05,0.02,0.46,18.2,10,0.09,1530,0.88,0.08,6.4,7.6,260,23,33.1,0.02,0.66,3.6,0.4,0.6,27,<0.1,6.8,0.12,0.3,1.7,49,0.4,7.6,29
C-312434,3340,AR,35.0471,-90.4446,7/8/2008,Planted/Cultivated,Row Crops,0-8,<1,4.22,9.1,752,1.4,0.15,1.56,N.D.,1.56,0.5,0.7,57.3,12.3,40,<5,16.2,1.95,11.8,0.03,0.03,1.98,27.9,20,0.42,1050,0.74,0.81,8.8,21.3,620,25.1,94.2,0.02,0.82,7.4,0.5,1.2,138,<0.1,8.6,0.16,0.6,3,84,0.8,16.3,71
C-312451,3468,AR,33.4742,-92.9776,7/11/2008,Planted/Cultivated,Pasture/Hay,0-10,<1,1.55,7.2,238,0.5,0.13,4.07,N.D.,4.07,0.26,0.2,24.2,3.8,30,<5,48.2,1.67,5.35,0.04,0.04,0.39,12.6,9,0.11,370,0.83,0.05,7.9,5.1,1250,22.2,29.5,0.04,0.58,3.2,0.4,1,38.2,<0.1,5,0.15,0.2,2.1,48,0.4,6.3,76
C-312444,3592,AR,35.392,-92.7142,7/9/2008,Developed,Low Intensity Residential,0-8,<1,1.31,3.6,216,0.5,0.12,1.54,N.D.,1.54,0.19,0.8,33.8,4.8,39,<5,10.4,1.09,4.01,0.07,<0.02,0.45,15.7,10,0.08,377,0.54,0.06,5.1,9.2,470,31.8,30.3,0.02,0.57,3.1,0.2,5.1,29.4,<0.1,5,0.11,0.2,1.4,31,0.3,7.2,155
C-312452,3656,AR,35.9111,-90.7026,7/8/2008,Herbaceous Upland,Grasslands/Herbaceous,0-10,<1,1.38,2.8,307,0.6,0.05,0.74,N.D.,0.74,0.06,<0.1,38.3,5.3,21,<5,5.5,0.69,3.88,0.01,<0.02,0.75,20.3,6,0.06,568,0.29,0.18,4.3,6,190,12.6,32.8,0.01,0.41,2.7,<0.2,0.4,31.7,<0.1,4.7,0.12,0.2,1.4,27,0.2,11.5,14
C-312469,3724,AR,34.9713,-94.165,7/10/2008,Forested Upland,Mixed Forest,0-5,<1,3.9,5.4,276,1.5,0.17,2.16,N.D.,2.16,0.06,0.4,52.3,8.6,47,<5,6.9,2.08,10.5,0.04,0.04,1.12,25.5,27,0.25,585,0.55,0.22,5.9,13.9,380,23.6,65.8,0.02,0.97,7.1,0.4,15.3,40.9,<0.1,9,0.21,0.4,2.3,64,0.4,11.4,52
C-312429,4616,AR,36.3851,-93.6828,7/2/2008,Developed,Low Intensity Residential,0-5,<1,2.44,4.2,508,1.1,0.13,2.89,N.D.,2.89,0.14,0.2,59.2,7,28,<5,7.9,1.04,6.54,0.03,0.02,0.95,31,17,0.12,1010,0.79,0.3,14.2,8.7,440,18.5,51.9,0.03,0.65,4,0.3,1.1,52.3,<0.1,7.5,0.37,0.4,2.2,34,1.3,11.5,40
C-312873,4620,AR,34.1463,-91.1763,7/14/2008,Forested Upland,Mixed Forest,0-5,<1,5.13,8.5,426,1.8,0.21,2.33,N.D.,2.33,0.37,0.2,80.3,12.7,47,<5,17.4,2.66,13.2,0.03,0.04,1.38,35.6,32,0.56,582,0.84,0.44,7.8,24.7,350,26.8,83.5,0.03,0.84,8.7,0.5,2.7,65.3,<0.1,10.5,0.22,0.5,2.3,91,0.6,18.3,64
C-312474,4748,AR,34.2814,-94.4383,7/10/2008,Herbaceous Upland,Grasslands/Herbaceous,0-5,<1,2.18,3.7,239,0.7,0.17,5.33,N.D.,5.33,0.18,<0.1,31.3,3.9,26,<5,30.2,1.21,6.58,0.03,0.02,0.68,16.3,9,0.14,242,0.92,0.09,7,1.6,610,11.9,62.7,0.04,0.49,3.7,0.4,1.2,21.7,<0.1,7.6,0.16,0.4,2.2,34,0.6,7.6,46
C-312480,4872,AR,36.3082,-92.4789,7/2/2008,Herbaceous Upland,Grasslands/Herbaceous,0-5,<1,1.83,6,309,0.8,0.13,2.16,N.D.,2.16,0.12,<0.1,42.7,10.9,31,<5,10.1,1.26,4.6,0.02,<0.02,0.92,19.8,16,0.11,890,1.44,0.16,5.6,7.8,640,24.9,38.5,0.03,0.59,2.4,0.2,0.7,33,<0.1,6.5,0.17,0.3,2.6,38,0.3,7.8,33
C-312494,4936,AR,35.7335,-90.6424,7/8/2008,Planted/Cultivated,Pasture/Hay,0-15,<1,3.4,16.8,447,0.7,0.17,1.51,N.D.,1.51,0.27,0.1,55.5,4.6,39,<5,11.3,2.3,7.4,0.04,0.03,1.22,25,16,0.2,466,3.1,0.84,7.3,8.7,560,26.8,53.2,0.02,0.96,4.4,1.3,0.8,91,<0.1,9.4,0.26,0.4,4.3,74,0.5,9.2,53
C-312425,5004,AR,35.085,-93.4069,7/9/2008,Developed,Low Intensity Residential,0-10,<1,1.34,4.6,125,0.8,0.07,0.7,N.D.,0.7,0.09,<0.1,38.6,4.3,34,<5,16.8,1.09,3.77,0.01,<0.02,0.24,19.6,12,0.07,322,0.52,0.04,6.5,7.9,520,10.6,21.9,<0.01,0.45,2.8,0.2,0.6,15.5,<0.1,4.6,0.21,0.2,1.4,27,0.6,9.8,47
C-312487,5260,AR,34.2266,-92.4271,7/12/2008,Herbaceous Upland,Grasslands/Herbaceous,0-20,<1,1.31,5.6,176,0.7,0.09,0.87,N.D.,0.87,0.03,<0.1,44.7,5.6,18,<5,5.6,0.67,3.4,0.02,<0.02,0.35,21,11,0.06,963,0.46,0.05,3.9,7.5,160,11.4,27.4,0.01,0.37,2.1,<0.2,0.6,14.7,<0.1,4.6,0.13,0.2,1.2,24,0.2,10.3,22
C-312877,5516,AR,34.1169,-92.2394,7/14/2008,Developed,Low Intensity Residential,0-5,<1,1.78,5,226,0.5,0.19,2.15,N.D.,2.15,0.1,0.1,36.4,2.7,20,<5,17.1,1.02,4.76,0.03,<0.02,0.43,17.8,13,0.09,153,0.91,0.11,9.5,4.8,330,23.6,27.3,0.03,0.77,3,0.3,1.1,30.1,<0.1,8.5,0.22,0.2,2.4,38,0.5,8.1,65
C-312460,5640,AR,35.6682,-92.1279,7/7/2008,Forested Upland,Mixed Forest,0-5,<1,2.08,10.9,201,1,0.18,2.75,N.D.,2.75,0.08,<0.1,34.2,14.3,45,<5,8.7,2.31,5.66,0.03,0.03,0.52,16.6,19,0.11,678,0.89,0.08,5.6,10,450,22.3,42.5,0.02,0.58,3.8,0.4,0.8,29.7,<0.1,6.6,0.16,0.3,1.7,54,0.4,7.2,35
