Foodstatus,Schooling_year,Age,Household_size,Rainfed_area,Irrigated_area,Remittance,No_livestock,Infrastructure_Index,Region,Sex,Caste,Livelihood,School_Class,Household_Class,Remitance_Class,Foodstatus_ID,Sex_ID,Region_ID,Livelihood_ID
1,0,46,2,0.928,0,0,1.215,0.945,1,0,0,1,0,0,0,Food inadquate,Male,central,Agriculture Household
0,3,16,1,0.661,0,0,0,0.945,1,0,0,1,0,0,0,Food adquate,Male,central,Agriculture Household
1,0,55,3,0.991,0,0.505,2.858,0.945,1,0,0,1,0,0,0,Food inadquate,Male,central,Agriculture Household
1,0,50,3,0.067,0.5,0,0.71,0.946,1,0,0,1,0,0,0,Food inadquate,Male,central,Agriculture Household
1,0,27,3,0,0,0,0.513,0.946,1,0,1,1,0,0,0,Food inadquate,Male,central,Agriculture Household
1,0,34,3,3.309,0.221,2.014,0.816,0.947,1,0,0,1,0,0,0,Food inadquate,Male,central,Agriculture Household
1,0,75,1,0.01,0,1.523,0.03,0.947,1,1,1,0,0,0,0,Food inadquate,Female,central,Non Agriculture Household
1,0,38,3,0.629,0,38.984,0.057,0.947,1,1,1,0,0,0,0,Food inadquate,Female,central,Non Agriculture Household
0,6,17,2,0.483,0.407,0,1.49,0.948,1,0,1,1,0,0,0,Food adquate,Male,central,Agriculture Household
0,0,60,2,0,0,180.2,2.72,0.948,1,1,1,1,0,0,0,Food adquate,Female,central,Agriculture Household
0,0,60,2,0,0,180.2,2.72,0.948,1,1,1,1,0,0,0,Food adquate,Female,central,Agriculture Household
1,0,51,3,0,0,0,0.079,0.948,1,0,0,1,0,0,0,Food inadquate,Male,central,Agriculture Household
0,0,76,3,0,0,212.5,3.54,0.948,1,0,0,1,0,0,0,Food adquate,Male,central,Agriculture Household
0,0,76,3,0,0,212.5,3.54,0.948,1,0,0,1,0,0,0,Food adquate,Male,central,Agriculture Household
0,0,76,3,0,0,212.5,3.54,0.948,1,0,0,1,0,0,0,Food adquate,Male,central,Agriculture Household
0,0,76,3,0,0,212.5,3.54,0.948,1,0,0,1,0,0,0,Food adquate,Male,central,Agriculture Household
0,0,76,3,0,0,212.5,3.54,0.948,1,0,0,1,0,0,0,Food adquate,Male,central,Agriculture Household
0,9,29,3,0,0,0,0.4,0.948,1,0,1,1,0,0,0,Food adquate,Male,central,Agriculture Household
0,9,29,3,0,0,0,0.4,0.948,1,0,1,1,0,0,0,Food adquate,Male,central,Agriculture Household
1,0,49,3,0.219,0,4.791,1.148,0.949,1,1,0,1,0,0,0,Food inadquate,Female,central,Agriculture Household
1,3,60,3,0,3.281,41.15,1.314,0.949,1,0,0,1,0,0,0,Food inadquate,Male,central,Agriculture Household
1,0,45,3,0,0.01,0,1.4,0.949,1,0,0,1,0,0,0,Food inadquate,Male,central,Agriculture Household
1,0,35,1,0,0,27.2,0,0.949,1,1,0,1,0,0,0,Food inadquate,Female,central,Agriculture Household
1,0,67,3,0,0,66.086,0.477,0.949,1,1,0,0,0,0,0,Food inadquate,Female,central,Non Agriculture Household
1,0,65,1,0.027,0.141,4.718,0.278,0.949,1,1,0,1,0,0,0,Food inadquate,Female,central,Agriculture Household
1,5,19,2,0.882,0.026,0,0.704,0.949,1,0,0,1,0,0,0,Food inadquate,Male,central,Agriculture Household
0,0,56,3,0,0,229.5,2.34,0.949,1,1,0,1,0,0,0,Food adquate,Female,central,Agriculture Household
1,0,54,3,0.817,0,0,2.785,0.949,1,0,0,1,0,0,0,Food inadquate,Male,central,Agriculture Household
1,0,83,2,0.007,0.23,2.293,2.542,0.95,1,0,0,1,0,0,0,Food inadquate,Male,central,Agriculture Household
0,0,55,3,0.033,0.767,0,1.4,0.95,1,0,0,1,0,0,0,Food adquate,Male,central,Agriculture Household
0,0,55,3,0.033,0.767,0,1.4,0.95,1,0,0,1,0,0,0,Food adquate,Male,central,Agriculture Household
1,0,50,3,0.047,0.352,48.383,0.559,0.95,1,0,0,1,0,0,0,Food inadquate,Male,central,Agriculture Household
1,0,47,2,0.334,0,0,2.32,0.95,1,0,0,1,0,0,0,Food inadquate,Male,central,Agriculture Household
0,0,60,2,0.153,0.102,110.5,2.67,0.95,1,1,1,1,0,0,0,Food adquate,Female,central,Agriculture Household
0,0,68,1,0,0,76.5,0,0.951,1,0,1,1,0,0,0,Food adquate,Male,central,Agriculture Household
0,11,59,2,0,0,0,1.6,0.951,1,0,0,1,0,0,0,Food adquate,Male,central,Agriculture Household
1,0,33,3,0.039,0.052,42.402,0.96,0.951,1,1,1,1,0,0,0,Food inadquate,Female,central,Agriculture Household
1,0,78,2,1.017,0.194,0,1.6,0.951,1,0,0,1,0,0,0,Food inadquate,Male,central,Agriculture Household
1,0,60,3,0.667,0,59.5,0.35,0.951,1,1,0,1,0,0,0,Food inadquate,Female,central,Agriculture Household
1,0,49,3,0,0,37.827,1.144,0.952,1,1,0,1,0,0,0,Food inadquate,Female,central,Agriculture Household
1,0,23,2,0,0,70.517,0.143,0.952,1,1,0,1,0,0,0,Food inadquate,Female,central,Agriculture Household
1,5,17,2,0,0,0,0.7,0.952,1,0,0,1,0,0,0,Food inadquate,Male,central,Agriculture Household
0,0,37,3,0,0,51,2.86,0.952,1,1,0,1,0,0,0,Food adquate,Female,central,Agriculture Household
0,0,63,2,0.767,0.334,0,0.3,0.952,1,0,0,1,0,0,0,Food adquate,Male,central,Agriculture Household
1,0,50,3,0,1.081,0,0.563,0.952,1,0,0,1,0,0,0,Food inadquate,Male,central,Agriculture Household
1,0,40,2,0.254,0.153,0,1.61,0.952,1,1,0,1,0,0,0,Food inadquate,Female,central,Agriculture Household
1,0,50,3,0,1.119,0,0.579,0.953,1,0,0,1,0,0,0,Food inadquate,Male,central,Agriculture Household
0,7,40,3,0,2.135,0,4.9,0.953,1,0,0,1,0,0,0,Food adquate,Male,central,Agriculture Household
0,7,40,3,0,2.135,0,4.9,0.953,1,0,0,1,0,0,0,Food adquate,Male,central,Agriculture Household
1,0,70,2,0.432,0,70.551,3.892,0.953,1,0,0,1,0,0,0,Food inadquate,Male,central,Agriculture Household
0,1,55,1,0,0,42.5,2.66,0.953,1,1,0,1,0,0,0,Food adquate,Female,central,Agriculture Household
0,11,41,3,0,0,0,1.72,0.953,1,0,1,1,0,0,0,Food adquate,Male,central,Agriculture Household
0,11,41,3,0,0,0,1.72,0.953,1,0,1,1,0,0,0,Food adquate,Male,central,Agriculture Household
0,0,22,3,0.178,0.051,93.5,1.78,0.953,1,1,0,1,0,0,0,Food adquate,Female,central,Agriculture Household
0,11,41,3,0,0,0,1.72,0.953,1,0,1,1,0,0,0,Food adquate,Male,central,Agriculture Household
0,0,22,3,0.178,0.051,93.5,1.78,0.953,1,1,0,1,0,0,0,Food adquate,Female,central,Agriculture Household
0,0,57,3,0.677,0.305,0,0.41,0.953,1,0,1,1,0,0,0,Food adquate,Male,central,Agriculture Household
1,5,19,2,0,1.579,0,1.01,0.953,1,0,0,1,0,0,0,Food inadquate,Male,central,Agriculture Household
0,0,55,2,0,0,25.5,0.1,0.954,1,0,1,1,0,0,0,Food adquate,Male,central,Agriculture Household
0,0,55,2,0,0,25.5,0.1,0.954,1,0,1,1,0,0,0,Food adquate,Male,central,Agriculture Household
1,0,24,3,0,10.043,0,0,0.954,1,0,0,1,0,0,0,Food inadquate,Male,central,Agriculture Household
1,0,38,3,0.224,0.193,45.559,3.789,0.954,1,1,1,1,0,0,0,Food inadquate,Female,central,Agriculture Household
0,3,47,3,0,0,195.5,2.73,0.954,1,0,1,1,0,0,0,Food adquate,Male,central,Agriculture Household
0,0,60,2,0,0.334,17,0.7,0.954,1,0,0,1,0,0,0,Food adquate,Male,central,Agriculture Household
1,0,39,3,0.009,0.009,11.279,0.101,0.955,1,1,0,1,0,0,0,Food inadquate,Female,central,Agriculture Household
1,0,50,3,0,1.401,0,0.7,0.955,1,0,0,1,0,0,0,Food inadquate,Male,central,Agriculture Household
0,0,52,1,0,0,15.3,0.3,0.955,1,1,0,1,0,0,0,Food adquate,Female,central,Agriculture Household
0,0,46,3,0,0,38.25,0,0.955,1,0,0,1,0,0,0,Food adquate,Male,central,Agriculture Household
0,0,46,3,0,0,38.25,0,0.955,1,0,0,1,0,0,0,Food adquate,Male,central,Agriculture Household
1,2,22,3,0.01,0,57.585,0.268,0.955,1,1,0,1,0,0,0,Food inadquate,Female,central,Agriculture Household
1,0,40,3,0.001,0.001,0.998,0,0.955,1,1,0,1,0,0,0,Food inadquate,Female,central,Agriculture Household
0,0,34,3,0.01,0.763,204,2.4,0.955,1,1,1,1,0,0,0,Food adquate,Female,central,Agriculture Household
1,4,22,2,0,3.57,0,1.4,0.955,1,0,0,1,0,0,0,Food inadquate,Male,central,Agriculture Household
1,4,20,3,0,1.749,8.021,0.706,0.955,1,0,0,1,0,0,0,Food inadquate,Male,central,Agriculture Household
1,4,19,3,0,0,15.725,0.04,0.956,1,0,0,1,0,0,0,Food inadquate,Male,central,Agriculture Household
0,0,36,3,0.407,0,0,3,0.956,1,0,0,1,0,0,0,Food adquate,Male,central,Agriculture Household
0,0,36,3,0.407,0,0,3,0.956,1,0,0,1,0,0,0,Food adquate,Male,central,Agriculture Household
1,0,50,3,0,0,0,1.24,0.956,1,1,0,1,0,0,0,Food inadquate,Female,central,Agriculture Household
1,0,65,2,0.699,0.102,0,0.01,0.956,1,0,0,0,0,0,0,Food inadquate,Male,central,Non Agriculture Household
1,0,40,3,0,0,0,0,0.956,1,1,0,1,0,0,0,Food inadquate,Female,central,Agriculture Household
0,6,59,3,0.407,0.153,68,1.95,0.956,1,0,0,1,0,0,0,Food adquate,Male,central,Agriculture Household
1,0,48,2,0.382,0,5.389,2.359,0.956,1,0,0,1,0,0,0,Food inadquate,Male,central,Agriculture Household
0,0,72,1,0,0,42.16,1.4,0.957,1,0,1,1,0,0,0,Food adquate,Male,central,Agriculture Household
0,0,72,1,0,0,42.16,1.4,0.957,1,0,1,1,0,0,0,Food adquate,Male,central,Agriculture Household
1,0,50,3,0.021,0.155,112.8,0.357,0.957,1,0,0,1,0,0,0,Food inadquate,Male,central,Agriculture Household
1,0,25,3,0,0,0,0.01,0.957,1,0,0,1,0,0,0,Food inadquate,Male,central,Agriculture Household
1,0,39,2,0.275,0.131,0,1.425,0.957,1,1,0,1,0,0,0,Food inadquate,Female,central,Agriculture Household
1,0,65,2,0.655,0.095,2.185,0.054,0.957,1,0,0,0,0,0,0,Food inadquate,Male,central,Non Agriculture Household
1,0,38,2,0.153,0.092,109.443,1.686,0.958,1,1,0,1,0,0,0,Food inadquate,Female,central,Agriculture Household
0,7,33,3,0,7.474,0,1.4,0.958,1,0,0,1,0,0,0,Food adquate,Male,central,Agriculture Household
0,7,33,3,0,7.474,0,1.4,0.958,1,0,0,1,0,0,0,Food adquate,Male,central,Agriculture Household
0,0,72,3,0,0,229.5,1.42,0.958,1,1,1,0,0,0,0,Food adquate,Female,central,Non Agriculture Household
1,0,73,2,0,6.84,9.35,0,0.958,1,0,0,0,0,0,0,Food inadquate,Male,central,Non Agriculture Household
1,0,66,1,0.006,0,4.011,0.435,0.958,1,1,0,1,0,0,0,Food inadquate,Female,central,Agriculture Household
0,0,46,2,0.234,0.267,0,1.91,0.959,1,0,0,1,0,0,0,Food adquate,Male,central,Agriculture Household
1,0,65,2,0.617,0.09,0,0.009,0.959,1,0,0,0,0,0,0,Food inadquate,Male,central,Non Agriculture Household
1,0,25,3,0,0,68,0,0.959,1,1,0,1,0,0,0,Food inadquate,Female,central,Agriculture Household
0,2,40,3,0.356,0.305,0,0.4,0.959,1,0,1,1,0,0,0,Food adquate,Male,central,Agriculture Household
1,0,42,3,0.005,0.17,0,0.264,0.959,1,0,1,1,0,0,0,Food inadquate,Male,central,Agriculture Household
1,0,61,3,0.438,0,39.094,0.47,0.96,1,1,0,1,0,0,0,Food inadquate,Female,central,Agriculture Household
0,12,50,3,0,0,120.7,2.4,0.96,1,0,0,1,1,0,0,Food adquate,Male,central,Agriculture Household
1,0,60,1,0.135,0,12.684,0.12,0.961,1,0,1,1,0,0,0,Food inadquate,Male,central,Agriculture Household
1,0,71,2,0.788,0,0,1.42,0.961,1,0,1,1,0,0,0,Food inadquate,Male,central,Agriculture Household
0,0,45,2,0,0,17,0.1,0.961,1,1,0,1,0,0,0,Food adquate,Female,central,Agriculture Household
0,0,45,2,0,0,17,0.1,0.961,1,1,0,1,0,0,0,Food adquate,Female,central,Agriculture Household
0,0,45,2,0,0,17,0.1,0.961,1,1,0,1,0,0,0,Food adquate,Female,central,Agriculture Household
0,0,38,3,6.673,7.207,34,2.1,0.961,1,1,0,1,0,0,0,Food adquate,Female,central,Agriculture Household
0,0,38,3,6.673,7.207,34,2.1,0.961,1,1,0,1,0,0,0,Food adquate,Female,central,Agriculture Household
0,0,38,3,6.673,7.207,34,2.1,0.961,1,1,0,1,0,0,0,Food adquate,Female,central,Agriculture Household
0,0,38,3,6.673,7.207,34,2.1,0.961,1,1,0,1,0,0,0,Food adquate,Female,central,Agriculture Household
1,9,57,3,0,0.196,3.627,1.4,0.961,1,0,0,1,0,0,0,Food inadquate,Male,central,Agriculture Household
1,0,79,2,0,0.5,0,1.76,0.961,1,0,0,1,0,0,0,Food inadquate,Male,central,Agriculture Household
1,0,50,3,0,0,163.2,0.2,0.962,1,0,0,1,0,0,0,Food inadquate,Male,central,Agriculture Household
1,9,58,3,0,0,4.25,1.4,0.962,1,0,0,1,0,0,0,Food inadquate,Male,central,Agriculture Household
1,0,63,3,0,0,47.054,0.34,0.962,1,1,0,0,0,0,0,Food inadquate,Female,central,Non Agriculture Household
0,5,48,3,0.051,0.305,0,0.91,0.962,1,0,1,0,0,0,0,Food adquate,Male,central,Non Agriculture Household
0,5,48,3,0.051,0.305,0,0.91,0.962,1,0,1,0,0,0,0,Food adquate,Male,central,Non Agriculture Household
1,0,50,3,0.434,0,11.05,2.4,0.962,1,0,0,1,0,0,0,Food inadquate,Male,central,Agriculture Household
0,5,60,2,0,0,212.5,0.12,0.962,1,0,0,0,0,0,0,Food adquate,Male,central,Non Agriculture Household
0,11,38,3,0,0,0,3,0.962,1,0,0,1,0,0,0,Food adquate,Male,central,Agriculture Household
0,11,38,3,0,0,0,3,0.962,1,0,0,1,0,0,0,Food adquate,Male,central,Agriculture Household
0,0,25,3,0,0,0,0,0.962,1,0,0,1,0,0,0,Food adquate,Male,central,Agriculture Household
0,0,25,3,0,0,0,0,0.962,1,0,0,1,0,0,0,Food adquate,Male,central,Agriculture Household
0,12,21,2,0.076,0.254,1.7,0.02,0.974,1,0,0,1,1,0,0,Food adquate,Male,central,Agriculture Household
1,0,50,3,0.421,0,10.733,2.452,0.963,1,0,0,1,0,0,0,Food inadquate,Male,central,Agriculture Household
1,3,36,3,0.305,0,0,0,0.963,1,0,1,1,0,0,0,Food inadquate,Male,central,Agriculture Household
1,0,37,2,0.004,0.004,4.694,0,0.963,1,1,0,1,0,0,0,Food inadquate,Female,central,Agriculture Household
1,4,64,3,0,0,21.25,1.62,0.963,1,0,0,1,0,0,0,Food inadquate,Male,central,Agriculture Household
1,0,49,2,0,0.118,0,0.03,0.963,1,1,0,1,0,0,0,Food inadquate,Female,central,Agriculture Household
1,0,56,2,0,0,0,0,0.964,1,0,0,1,0,0,0,Food inadquate,Male,central,Agriculture Household
1,0,38,2,0,0,0,0,0.964,1,1,0,1,0,0,0,Food inadquate,Female,central,Agriculture Household
1,0,35,3,6.706,0.467,0,0.9,0.964,1,0,0,1,0,0,0,Food inadquate,Male,central,Agriculture Household
0,4,54,3,0,0,85,1.8,0.965,1,0,0,1,0,0,0,Food adquate,Male,central,Agriculture Household
0,0,60,2,0,0,0,0.2,0.965,1,0,0,1,0,0,0,Food adquate,Male,central,Agriculture Household
0,0,60,2,0,0,0,0.2,0.965,1,0,0,1,0,0,0,Food adquate,Male,central,Agriculture Household
0,5,40,3,0,0,29.75,2.58,0.965,1,0,0,1,0,0,0,Food adquate,Male,central,Agriculture Household
1,0,75,2,0,0,25.5,0,0.965,1,0,0,0,0,0,0,Food inadquate,Male,central,Non Agriculture Household
1,0,48,3,0,0.894,49.241,0.555,0.965,1,0,0,1,0,0,0,Food inadquate,Male,central,Agriculture Household
1,0,65,2,0,0.2,59.5,0,0.966,1,1,0,1,0,0,0,Food inadquate,Female,central,Agriculture Household
1,4,46,3,2.102,0,170,0.9,0.966,1,1,0,1,0,0,0,Food inadquate,Female,central,Agriculture Household
1,0,66,1,0.033,0.234,0,0,0.966,1,1,0,1,0,0,0,Food inadquate,Female,central,Agriculture Household
1,0,24,2,0,0,49.835,0,0.966,1,1,0,1,0,0,0,Food inadquate,Female,central,Agriculture Household
1,0,60,1,0.006,0,8.5,0,0.967,1,0,1,1,0,0,0,Food inadquate,Male,central,Agriculture Household
1,0,75,2,0,0,9.35,0,0.967,1,0,0,1,0,0,0,Food inadquate,Male,central,Agriculture Household
0,0,75,2,0.127,0.254,0,1.85,0.967,1,0,0,1,0,0,0,Food adquate,Male,central,Agriculture Household
0,0,75,2,0.127,0.254,0,1.85,0.967,1,0,0,1,0,0,0,Food adquate,Male,central,Agriculture Household
1,0,40,3,9.509,10.41,0,0.71,0.967,1,0,0,1,0,0,0,Food inadquate,Male,central,Agriculture Household
1,0,65,2,0,0.174,51.717,0.039,0.967,1,1,0,1,0,0,0,Food inadquate,Female,central,Agriculture Household
1,0,60,2,0,0,23.8,0.1,0.967,1,1,0,1,0,0,0,Food inadquate,Female,central,Agriculture Household
1,0,20,2,0,0.667,34,1.5,0.967,1,1,0,1,0,0,0,Food inadquate,Female,central,Agriculture Household
1,0,65,1,0.028,0.198,9.108,0.08,0.967,1,1,0,1,0,0,0,Food inadquate,Female,central,Agriculture Household
1,0,57,1,0,0.149,0,0,0.967,1,1,0,0,0,0,0,Food inadquate,Female,central,Non Agriculture Household
1,0,31,2,0,0,0,0,0.968,1,0,0,1,0,0,0,Food inadquate,Male,central,Agriculture Household
1,0,60,2,0,0,28.505,0.155,0.968,1,1,0,1,0,0,0,Food inadquate,Female,central,Agriculture Household
0,0,25,3,0,0,4.25,0.2,0.968,1,0,0,1,0,0,0,Food adquate,Male,central,Agriculture Household
1,0,25,3,0,0,69.539,0.19,0.968,1,1,0,1,0,0,0,Food inadquate,Female,central,Agriculture Household
1,0,55,2,0,0.051,0,0.024,0.968,1,0,0,1,0,0,0,Food inadquate,Male,central,Agriculture Household
0,0,51,3,0,0.334,0,0.21,0.969,1,1,0,1,0,0,0,Food adquate,Female,central,Agriculture Household
1,0,52,3,0,0,0,2.4,0.969,1,0,0,1,0,0,0,Food inadquate,Male,central,Agriculture Household
1,0,25,3,0,0,69.7,0.21,0.969,1,1,0,1,0,0,0,Food inadquate,Female,central,Agriculture Household
0,0,60,3,0,7.54,0,0.8,0.969,1,0,0,1,0,0,0,Food adquate,Male,central,Agriculture Household
0,0,60,3,0,7.54,0,0.8,0.969,1,0,0,1,0,0,0,Food adquate,Male,central,Agriculture Household
1,11,31,2,0,0.01,0,0.2,0.97,1,1,0,1,0,0,0,Food inadquate,Female,central,Agriculture Household
0,0,71,3,6.873,0.667,0,2.7,0.97,1,0,1,1,0,0,0,Food adquate,Male,central,Agriculture Household
0,0,45,3,0,0,0,1.4,0.97,1,0,0,1,0,0,0,Food adquate,Male,central,Agriculture Household
0,0,45,3,0,0,0,1.4,0.97,1,0,0,1,0,0,0,Food adquate,Male,central,Agriculture Household
1,0,24,3,0,6.359,3.742,0,0.97,1,0,0,1,0,0,0,Food inadquate,Male,central,Agriculture Household
1,0,65,2,0.04,0.054,21.908,2.892,0.97,1,1,0,1,0,0,0,Food inadquate,Female,central,Agriculture Household
1,0,51,3,0,0,172.157,2.691,0.97,1,1,0,0,0,0,0,Food inadquate,Female,central,Non Agriculture Household
1,0,50,3,0.015,0.012,0,2.232,0.971,1,1,0,1,0,0,0,Food inadquate,Female,central,Agriculture Household
1,0,65,3,0.139,7.845,0,1.032,0.971,1,0,0,1,0,0,0,Food inadquate,Male,central,Agriculture Household
0,0,22,3,0,0,0,1.4,0.971,1,1,0,1,0,0,0,Food adquate,Female,central,Agriculture Household
0,0,73,3,0,0,212.5,1.6,0.971,1,0,0,1,0,0,0,Food adquate,Male,central,Agriculture Household
0,4,48,3,0,0,0,2.53,0.971,1,0,0,1,0,0,0,Food adquate,Male,central,Agriculture Household
0,0,53,2,0,0,0,2,0.971,1,0,1,1,0,0,0,Food adquate,Male,central,Agriculture Household
0,0,53,2,0,0,0,2,0.971,1,0,1,1,0,0,0,Food adquate,Male,central,Agriculture Household
0,0,68,3,0,0,0,1.4,0.971,1,0,0,1,0,0,0,Food adquate,Male,central,Agriculture Household
0,4,48,3,0,0,0,2.53,0.971,1,0,0,1,0,0,0,Food adquate,Male,central,Agriculture Household
0,0,53,2,0,0,0,2,0.971,1,0,1,1,0,0,0,Food adquate,Male,central,Agriculture Household
1,0,36,2,0,0,0,0,0.972,1,1,0,1,0,0,0,Food inadquate,Female,central,Agriculture Household
0,0,59,2,0.203,0.407,51,2.06,0.972,1,1,1,1,0,0,0,Food adquate,Female,central,Agriculture Household
0,0,59,2,0.203,0.407,51,2.06,0.972,1,1,1,1,0,0,0,Food adquate,Female,central,Agriculture Household
0,8,25,3,0,0.5,0,0,0.972,1,0,0,1,0,0,0,Food adquate,Male,central,Agriculture Household
0,0,67,2,0,0,0,0.7,0.972,1,0,0,0,0,0,0,Food adquate,Male,central,Non Agriculture Household
0,8,25,3,0,0.5,0,0,0.972,1,0,0,1,0,0,0,Food adquate,Male,central,Agriculture Household
1,0,24,2,0,0,36.125,0,0.972,1,1,0,1,0,0,0,Food inadquate,Female,central,Agriculture Household
1,0,35,3,0,0,3.23,0,0.972,1,0,0,1,0,0,0,Food inadquate,Male,central,Agriculture Household
0,0,28,3,0,0,127.5,1.4,0.972,1,1,0,1,0,0,0,Food adquate,Female,central,Agriculture Household
0,0,28,3,0,0,127.5,1.4,0.972,1,1,0,1,0,0,0,Food adquate,Female,central,Agriculture Household
0,0,28,3,0,0,127.5,1.4,0.972,1,1,0,1,0,0,0,Food adquate,Female,central,Agriculture Household
0,0,77,2,0,0,5.95,0,0.972,1,0,0,1,0,0,0,Food adquate,Male,central,Agriculture Household
1,0,67,1,0.013,0.088,0,0.187,0.973,1,1,0,1,0,0,0,Food inadquate,Female,central,Agriculture Household
1,0,49,2,0,0.167,0,0,0.973,1,1,0,1,0,0,0,Food inadquate,Female,central,Agriculture Household
1,0,23,3,0,0,67.66,0.018,0.973,1,1,0,1,0,0,0,Food inadquate,Female,central,Agriculture Household
0,4,29,3,3.337,7.24,172.72,0.7,0.973,1,1,0,1,0,0,0,Food adquate,Female,central,Agriculture Household
1,0,59,1,0,0,59.5,0.52,0.973,1,1,0,1,0,0,0,Food inadquate,Female,central,Agriculture Household
1,0,33,2,0.057,0.057,6.803,0.525,0.973,1,1,0,1,0,0,0,Food inadquate,Female,central,Agriculture Household
1,3,25,3,0,0,0.295,0.887,0.973,1,0,0,1,0,0,0,Food inadquate,Male,central,Agriculture Household
1,9,57,3,0,0,52.021,0.817,0.973,1,0,0,1,0,0,0,Food inadquate,Male,central,Agriculture Household
1,0,45,3,0.025,0,195.862,0.243,0.973,1,1,0,1,0,0,0,Food inadquate,Female,central,Agriculture Household
0,0,55,3,0,0,10.2,3.7,0.973,1,0,0,1,0,0,0,Food adquate,Male,central,Agriculture Household
1,0,23,3,0,0,89.25,0.03,0.973,1,1,0,1,0,0,0,Food inadquate,Female,central,Agriculture Household
0,0,35,3,0.016,0,212.5,2,0.973,1,1,0,1,0,0,0,Food adquate,Female,central,Agriculture Household
1,0,47,2,0.176,0,1.897,1.695,0.974,1,0,0,1,0,0,0,Food inadquate,Male,central,Agriculture Household
1,0,35,3,0.004,0.022,3.138,0,0.974,1,0,0,1,0,0,0,Food inadquate,Male,central,Agriculture Household
0,12,21,2,0.076,0.254,1.7,0.02,0.974,1,0,0,1,1,0,0,Food adquate,Male,central,Agriculture Household
0,12,40,3,0.817,0.127,0,1.79,0.974,1,0,0,1,1,0,0,Food adquate,Male,central,Agriculture Household
0,0,30,3,0,0,0,0,0.974,1,0,0,1,0,0,0,Food adquate,Male,central,Agriculture Household
0,0,50,2,0,0,0,0,0.974,1,1,0,0,0,0,0,Food adquate,Female,central,Non Agriculture Household
0,0,30,3,0,0,0,0,0.974,1,0,0,1,0,0,0,Food adquate,Male,central,Agriculture Household
0,0,30,3,0,0,0,0,0.974,1,0,0,1,0,0,0,Food adquate,Male,central,Agriculture Household
0,0,50,2,0,0,0,0,0.974,1,1,0,0,0,0,0,Food adquate,Female,central,Non Agriculture Household
0,0,30,3,0,0,0,0,0.974,1,0,0,1,0,0,0,Food adquate,Male,central,Agriculture Household
0,0,30,3,0,0,0,0,0.974,1,0,0,1,0,0,0,Food adquate,Male,central,Agriculture Household
0,12,45,2,0,0,0,0.1,0.975,1,0,0,1,1,0,0,Food adquate,Male,central,Agriculture Household
1,0,65,3,0.211,0.031,0,0.003,0.974,1,0,0,0,0,0,0,Food inadquate,Male,central,Non Agriculture Household
1,0,40,1,0.044,0.026,20.246,0.278,0.974,1,1,0,1,0,0,0,Food inadquate,Female,central,Agriculture Household
0,0,59,3,0,0,137.02,2.04,0.974,1,1,0,1,0,0,0,Food adquate,Female,central,Agriculture Household
0,0,59,3,0,0,137.02,2.04,0.974,1,1,0,1,0,0,0,Food adquate,Female,central,Agriculture Household
0,0,59,3,0,0,137.02,2.04,0.974,1,1,0,1,0,0,0,Food adquate,Female,central,Agriculture Household
0,0,59,3,0,0,137.02,2.04,0.974,1,1,0,1,0,0,0,Food adquate,Female,central,Agriculture Household
0,0,59,3,0,0,137.02,2.04,0.974,1,1,0,1,0,0,0,Food adquate,Female,central,Agriculture Household
1,0,75,2,0,0,16.836,0,0.975,1,0,0,0,0,0,0,Food inadquate,Male,central,Non Agriculture Household
1,0,48,2,0.074,0.108,0,0.498,0.975,1,0,0,1,0,0,0,Food inadquate,Male,central,Agriculture Household
1,8,52,3,12.145,8.174,0,2.8,0.975,1,0,0,1,0,0,0,Food inadquate,Male,central,Agriculture Household
0,0,78,2,0,0,91.8,1.8,0.975,1,0,0,0,0,0,0,Food adquate,Male,central,Non Agriculture Household
0,12,45,2,0,0,0,0.1,0.975,1,0,0,1,1,0,0,Food adquate,Male,central,Agriculture Household
0,12,38,3,0.076,0,0,0.08,0.979,1,0,0,0,1,0,0,Food adquate,Male,central,Non Agriculture Household
0,0,22,3,0,0.701,0,1.51,0.975,1,0,0,1,0,0,0,Food adquate,Male,central,Agriculture Household
0,0,22,3,0,0.701,0,1.51,0.975,1,0,0,1,0,0,0,Food adquate,Male,central,Agriculture Household
0,0,67,2,0.458,0.165,0,2.3,0.975,1,0,0,1,0,0,0,Food adquate,Male,central,Agriculture Household
0,11,31,3,0,0,0,0.62,0.975,1,0,1,1,0,0,0,Food adquate,Male,central,Agriculture Household
